scope,variant,condition,severity,seed,probe,global_coupling,input_peak_per_ms,dt_ms,b_signature,network,network_response,transfer,segment_transfer_1,segment_transfer_2,segment_transfer_3,segment_transfer_4,segment_transfer_5,segment_locked_transfer_1,segment_locked_transfer_2,segment_locked_transfer_3,segment_locked_transfer_4,segment_locked_transfer_5,target_response_coverage,transfer_first_half,transfer_second_half,transfer_split_abs_log2,transfer_nonstationary_flag,transfer_log2_slope_per_s,locked_transfer_segment_median,evoked_fc_z,evoked_fc_first_half_z,evoked_fc_second_half_z,evoked_fc_split_abs_z,fc_valid_fraction,relative_latency_raw_ms,relative_latency_ms,latency_valid_fraction,median_pulse_tail_energy_fraction,median_target_fit_r_squared,median_target_snr_db,median_target_phase_consistency,target_frequency_qa_valid_fraction,a1_snr_db_min,a1_phase_consistency_min,baseline_transfer,baseline_evoked_fc_z,baseline_relative_latency_ms,log2_transfer_vs_baseline,evoked_fc_z_vs_baseline,latency_ms_vs_baseline
main_full_field,full_field,Baseline,0.0,11,2Hz,60.0,0.02,0.5,512a8299eaef29ce,shared_auditory_relay,4.2559832017016546e-05,0.0009786256753024246,0.000980912310615895,0.000980688979939633,0.0009806930028776444,0.0009806920353125856,0.0009806920425403465,0.0009786699199664628,0.0009785484292764623,0.000978552453924975,0.0009785514860266833,0.0009785514912417,1.0,0.0009789223931326004,0.000978839272268583,0.00012250526762649211,False,-3.217523701177783e-05,0.0009785514912417,2.269339373453059,2.2669439157938687,2.267922216603166,0.0009783008092973944,1.0,,,,,0.9999488728275565,31.57570218371592,0.9999999079668123,1.0,31.54005527681766,0.9999999999998275,0.0009786256753024246,2.269339373453059,,0.0,0.0,
main_full_field,full_field,Baseline,0.0,11,2Hz,60.0,0.02,0.5,512a8299eaef29ce,anterior_temporal_context,1.8619768479152525e-05,0.00042789296641612044,0.0004292094438768255,0.00042879893212400633,0.0004288024580339369,0.00042880142663412774,0.0004288014432166735,0.0004279154969124188,0.00042779610150997857,0.0004277997734432421,0.00042779875059306455,0.00042779876543256457,1.0,0.00042809027932610804,0.0004279345946872416,0.0005247638607943705,False,-0.00013678621383865776,0.00042779876543256457,2.1859703160234725,2.180271187107074,2.18797954833882,0.007708361231745897,1.0,,,,,0.9998005404808084,31.585071866000384,0.9999993479720044,1.0,31.54005527681766,0.9999999999998275,0.00042789296641612044,2.1859703160234725,,0.0,0.0,
main_full_field,full_field,Baseline,0.0,11,2Hz,60.0,0.02,0.5,512a8299eaef29ce,hippocampal_context,2.6503623423975777e-05,0.0006068636298373822,0.0006084870914696477,0.000608123044960382,0.0006081249901951183,0.0006081239137495207,0.0006081239488931359,0.0006068822724599389,0.0006067805649014913,0.0006067825932433999,0.0006067815119379824,0.0006067815445804961,1.0,0.0006070889652020739,0.0006069619296371623,0.000301920753013634,False,-8.602209021209007e-05,0.0006067815445804961,2.261566500459245,2.258110944395579,2.2612293947022426,0.0031184503066636893,1.0,,,,,0.9998191044930489,31.57599265475106,0.9999990339745753,1.0,31.54005527681766,0.9999999999998275,0.0006068636298373822,2.261566500459245,,0.0,0.0,
main_full_field,full_field,Baseline,0.0,11,2Hz,60.0,0.02,0.5,512a8299eaef29ce,angular_parietal_context,2.289822413839193e-05,0.0005265765785051022,0.0005280909113714133,0.000527685122371917,0.0005276884511570998,0.0005276872335011548,0.0005276872565359938,0.0005266000145401822,0.000526483023281531,0.0005264865166459946,0.0005264853002445847,0.0005264853208213896,1.0,0.0005267942592272708,0.0005266475387832541,0.0004018691089500113,False,-0.00011002830554955878,0.0005264853208213896,2.2299658549467845,2.2259085188652596,2.2302486384406137,0.004340119575354073,1.0,,,,,0.9997446780247065,31.58089709509989,0.9999993086606634,1.0,31.54005527681766,0.9999999999998275,0.0005265765785051022,2.2299658549467845,,0.0,0.0,
main_full_field,full_field,Baseline,0.0,11,5Hz,60.0,0.02,0.5,512a8299eaef29ce,semantic_expanded,2.2510204686388623e-05,0.0003872792251840795,0.0003880166687509875,0.00038778029701269764,0.000387787471233365,0.0003877871950292158,0.0003877871950293105,0.00038703219425861797,0.0003869586368719375,0.00038696795641354065,0.0003869675657594165,0.0003869675657591605,1.0,0.0003873915950267706,0.00038730453118963204,0.0003242731242837851,False,-8.406331588091122e-05,0.0003869675657594165,1.2990217509957926,1.298880040692906,1.29902685028158,0.00014680958867407945,1.0,,,,,0.9985219237593912,31.91147669896482,0.9999987821389765,1.0,31.882958516682535,0.9999999999982208,0.0003872792251840795,1.2990217509957926,,0.0,0.0,
main_full_field,full_field,Baseline,0.0,11,5Hz,60.0,0.02,0.5,512a8299eaef29ce,episodic_expanded,4.3852300025699705e-05,0.0007566661720639571,0.0007577848288159772,0.0007576484802334281,0.0007576547458384961,0.0007576549357558744,0.0007576549357558374,0.0007562995926663683,0.0007562567594684083,0.0007562646654253949,0.0007562648339973951,0.000756264833997414,1.0,0.0007568155345562311,0.0007567693311480141,8.807887742245967e-05,False,-2.4116957244935124e-05,0.0007562648339973951,1.3959864588863036,1.39599591681427,1.3958050193242517,0.00019089749001821588,1.0,,,,,0.9989213435153705,31.905366240330896,0.9999994342225019,1.0,31.882958516682535,0.9999999999982208,0.0007566661720639571,1.3959864588863036,,0.0,0.0,
main_full_field,full_field,Baseline,0.0,11,5Hz,60.0,0.02,0.5,512a8299eaef29ce,semantic_anatomical_core,1.9903316483600454e-05,0.00034292910197781195,0.0003436166825165418,0.0003433690360054822,0.00034337615321464556,0.00034337585652643597,0.00034337585652645364,0.00034269442780022856,0.00034262332378870463,0.00034263265751087614,0.00034263223102295976,0.00034263223102247713,1.0,0.0003430364386650113,0.00034294476141669833,0.000385614976839442,False,-9.971483424342509e-05,0.00034263223102295976,1.285548852667226,1.28536798379184,1.2855985582700136,0.00023057447817365073,1.0,,,,,0.9984935242134787,31.914809558412735,0.9999986785224362,1.0,31.882958516682535,0.9999999999982208,0.00034292910197781195,1.285548852667226,,0.0,0.0,
main_full_field,full_field,Baseline,0.0,11,5Hz,60.0,0.02,0.5,512a8299eaef29ce,episodic_anatomical_core,4.586338656313956e-05,0.0007897776654696611,0.0007909353539621917,0.0007908008830452451,0.0007908070764539864,0.0007908073001423822,0.0007908073001420739,0.0007894159327220835,0.0007893646131155697,0.0007893723664705224,0.0007893725732688417,0.0007893725732685921,1.0,0.0007899317626742401,0.0007898861463139244,8.331402809731605e-05,False,-2.2774028444771945e-05,0.0007893725732685921,1.398957638038802,1.3989663715004106,1.3987752550720387,0.0001911164283718847,1.0,,,,,0.9989459428571186,31.905469740177104,0.9999995090755094,1.0,31.882958516682535,0.9999999999982208,0.0007897776654696611,1.398957638038802,,0.0,0.0,
main_full_field,full_field,Baseline,0.0,11,5Hz,60.0,0.02,0.5,512a8299eaef29ce,semantic_platel_peaks,2.471117345698245e-05,0.0004254215684869454,0.00042621095673891964,0.0004259802012971735,0.0004259873910050726,0.000425987188801868,0.0004259871887998355,0.00042514517546354147,0.0004250759632358643,0.0004250852093049697,0.0004250849189733888,0.0004250849189713032,1.0,0.00042553970599555147,0.00042545515461468844,0.0002866805991879736,False,-7.458057042857291e-05,0.0004250849189733888,1.3099724853586672,1.309886365742324,1.3099169678449403,3.060210261618401e-05,1.0,,,,,0.9985320266094325,31.90875713888794,0.9999991363081073,1.0,31.882958516682535,0.9999999999982208,0.0004254215684869454,1.3099724853586672,,0.0,0.0,
main_full_field,full_field,Baseline,0.0,11,5Hz,60.0,0.02,0.5,512a8299eaef29ce,episodic_platel_peaks,4.134456526958425e-05,0.0007136226080954937,0.0007146702520884498,0.0007145470465022703,0.000714554591898447,0.000714554389452372,0.0007145543894531602,0.0007131888726318184,0.0007132034261166126,0.0007132131109865994,0.0007132128423170039,0.0007132128423177843,1.0,0.0007137611006616445,0.0007137218359230335,7.936633389903334e-05,False,-2.2649647860895074e-05,0.0007132128423170039,1.4002107959550762,1.4002275648655136,1.4000252374088626,0.00020232745665094143,1.0,,,,,0.9987186769219302,31.89695440016513,0.9999990852150531,1.0,31.882958516682535,0.9999999999982208,0.0007136226080954937,1.4002107959550762,,0.0,0.0,
