stage,seed,severity,condition,probe,network,a1_frequency_passed,target_response_coverage,response_coverage_passed,transfer_valid,evoked_fc_split_abs_z,fc_valid_fraction,functional_connectivity_valid,latency_valid_fraction,median_pulse_tail_energy_fraction,response_latency_valid,target_frequency_qa_valid_fraction,frequency_locked_transfer_valid,transfer_split_abs_log2,transfer_nonstationary_flag,required_metric_gate_passed
complete_main,53,0.5,Intermediate AD-like perturbation,5Hz,semantic_expanded,True,1.0,True,True,0.01553210969785052,1.0,True,,,False,0.15384615384615385,False,2.5349391761332756,True,True
complete_main,53,0.5,Intermediate AD-like perturbation,5Hz,episodic_expanded,True,1.0,True,True,0.0001886854165740609,1.0,True,,,False,0.6842105263157895,False,2.180220685033555,True,True
complete_main,71,0.5,Intermediate AD-like perturbation,pulse,semantic_expanded,True,1.0,True,False,,,False,0.8461538461538461,0.10666107201133881,False,,False,,False,False
complete_main,71,0.5,Intermediate AD-like perturbation,pulse,episodic_expanded,True,1.0,True,False,,,False,0.7368421052631579,0.11227565197596044,False,,False,,False,False
complete_main,71,0.5,Intermediate AD-like perturbation,2Hz,semantic_expanded,True,1.0,True,True,0.027971033913272107,1.0,True,,,False,0.07692307692307693,False,0.7859778268926985,False,True
complete_main,71,0.5,Intermediate AD-like perturbation,2Hz,episodic_expanded,True,1.0,True,True,0.02505000867599863,1.0,True,,,False,0.05263157894736842,False,0.6734288900102655,False,True
complete_main,71,0.5,Intermediate AD-like perturbation,5Hz,semantic_expanded,True,1.0,True,True,0.08228654916238487,1.0,True,,,False,0.07692307692307693,False,1.7676043673904223,True,True
complete_main,71,0.5,Intermediate AD-like perturbation,5Hz,episodic_expanded,True,1.0,True,True,0.1073511020613427,1.0,False,,,False,0.6842105263157895,False,1.4146259838232267,True,False
complete_main,89,0.5,Intermediate AD-like perturbation,pulse,semantic_expanded,True,1.0,True,False,,,False,1.0,0.0055881217785982654,True,,False,,False,True
complete_main,89,0.5,Intermediate AD-like perturbation,pulse,episodic_expanded,True,1.0,True,False,,,False,1.0,0.0023840178873785565,True,,False,,False,True
complete_main,89,0.5,Intermediate AD-like perturbation,2Hz,semantic_expanded,True,1.0,True,True,0.1040310081655633,1.0,False,,,False,0.23076923076923078,False,4.0676202194404425,True,False
