condition,severity,seed,probe,network,target_response_coverage,transfer_split_abs_log2,transfer_nonstationary_flag,transfer_log2_slope_per_s,locked_transfer_segment_median,median_target_snr_db,median_target_phase_consistency,target_frequency_qa_valid_fraction,evoked_fc_split_abs_z
Intermediate AD-like perturbation,0.5,173,2Hz,episodic_expanded,1.0,1.0780662371930476,True,0.3342420845696261,0.007201171417927273,-7.7246698997053995,0.22985874836062953,0.0,0.15429188523951415
Intermediate AD-like perturbation,0.5,173,2Hz,semantic_expanded,1.0,1.3504335399891807,True,0.4185408191301962,0.014955767133446951,-6.304645496486251,0.08726730488799372,0.0,0.16181424171188938
Intermediate AD-like perturbation,0.5,197,2Hz,episodic_expanded,1.0,1.5808933023225278,True,0.6382886032444284,0.008134000624100976,-1.2819859561981175,0.17092887298527923,0.05263157894736842,0.20553727933940433
Intermediate AD-like perturbation,0.5,197,2Hz,semantic_expanded,1.0,1.6239227833843928,True,0.7136772273156278,0.016327445350047945,-1.9221757703701325,0.13022122283687312,0.0,0.17269764337455906
Intermediate AD-like perturbation,0.5,223,2Hz,episodic_expanded,1.0,0.9010766078995315,False,0.46860502218314215,0.008074147064090516,-3.428258557372935,0.11548171088396592,0.05263157894736842,0.22265190245536223
Intermediate AD-like perturbation,0.5,223,2Hz,semantic_expanded,1.0,0.9595178892662536,False,0.5380793304765928,0.011991413322039979,-2.1355079521286306,0.09745475544878468,0.0,0.1776370291166466
Intermediate AD-like perturbation,0.5,251,2Hz,episodic_expanded,1.0,2.922846517592379,True,0.46192437631855193,0.001648461431083588,-0.70738337210543,0.2594068773053129,0.2631578947368421,0.10900644486414934
Intermediate AD-like perturbation,0.5,251,2Hz,semantic_expanded,1.0,3.443178984388541,True,0.5260116196901504,0.001005428586938705,0.5639243127653533,0.11531885090333469,0.07692307692307693,0.06223045183103307
Intermediate AD-like perturbation,0.5,281,2Hz,episodic_expanded,1.0,4.231847819329832,True,0.7159501802029894,0.0016439322456124712,-1.570054481358839,0.337839112003575,0.10526315789473684,0.16928295114758596
Intermediate AD-like perturbation,0.5,281,2Hz,semantic_expanded,1.0,4.7195886677958026,True,0.8596103396503736,0.0019154936844743827,-1.1251597165395746,0.15775927937926948,0.0,0.17279190696868635
