condition,severity,seed,probe,network,target_response_coverage,transfer_split_abs_log2,transfer_nonstationary_flag,transfer_log2_slope_per_s,locked_transfer_segment_median,median_target_snr_db,median_target_phase_consistency,target_frequency_qa_valid_fraction,evoked_fc_split_abs_z
Baseline,0.0,127,5Hz,semantic_expanded,1.0,0.00032444917994562766,False,-8.412380427786915e-05,0.00038696756575945366,31.91148266220587,0.9999987787400844,1.0,0.000147243114200446
Baseline,0.0,149,5Hz,episodic_expanded,1.0,8.783087265558707e-05,False,-2.3981670062944718e-05,0.0007562648339972063,31.905518061938093,0.9999994303850674,1.0,0.00019195694209050984
Baseline,0.0,149,5Hz,semantic_expanded,1.0,0.00032400766887401614,False,-8.390506647417696e-05,0.0003869675657625524,31.91163671714768,0.9999987815841754,1.0,0.0001420264246472236
Baseline,0.0,173,5Hz,episodic_expanded,1.0,8.859267862952654e-05,False,-2.418890117592554e-05,0.0007562648339974113,31.905350612535134,0.9999994314197546,1.0,0.00019161894796293488
Baseline,0.0,173,5Hz,semantic_expanded,1.0,0.00032526095239217826,False,-8.423197312872333e-05,0.00038696756575907836,31.911455981333297,0.9999987752460769,1.0,0.00014522115259274493
Baseline,0.0,197,5Hz,episodic_expanded,1.0,8.968222028580884e-05,False,-2.457971521128144e-05,0.0007562648339965622,31.90566030871393,0.9999994232824357,1.0,0.0001899189825238512
Baseline,0.0,197,5Hz,semantic_expanded,1.0,0.0003284040821402087,False,-8.509706248656103e-05,0.00038696756575800327,31.911855259938307,0.9999987623371231,1.0,0.00015585730086575822
Baseline,0.0,223,5Hz,episodic_expanded,1.0,8.8866528236559e-05,False,-2.4358551907965875e-05,0.000756264833997203,31.905514658715713,0.9999994251241737,1.0,0.00019167306088330172
Baseline,0.0,223,5Hz,semantic_expanded,1.0,0.0003269328011152891,False,-8.476083250776868e-05,0.00038696756575935364,31.911691913740214,0.9999987645875332,1.0,0.00015250403776789767
Baseline,0.0,251,5Hz,episodic_expanded,1.0,8.841037798152957e-05,False,-2.416064521009176e-05,0.000756264833997463,31.905392017023658,0.9999994280996031,1.0,0.00019228925070269298
Baseline,0.0,251,5Hz,semantic_expanded,1.0,0.0003249759874304483,False,-8.419287268610632e-05,0.0003869675657635904,31.911425589915975,0.9999987739477301,1.0,0.0001449414226808443
Baseline,0.0,281,5Hz,episodic_expanded,1.0,8.785069294849162e-05,False,-2.399045051539872e-05,0.0007562648339972555,31.90553681450703,0.9999994290451232,1.0,0.00019185897734574908
Baseline,0.0,281,5Hz,semantic_expanded,1.0,0.00032359926442876864,False,-8.381011948088712e-05,0.00038696756576067447,31.91146446874379,0.9999987770772557,1.0,0.00014207757468676085
Baseline,0.0,313,5Hz,episodic_expanded,1.0,8.785959641770548e-05,False,-2.3995745178684305e-05,0.000756264833997469,31.905603947058783,0.9999994397438321,1.0,0.00019201860216910838
Baseline,0.0,313,5Hz,semantic_expanded,1.0,0.00032262540900349567,False,-8.357331749966335e-05,0.0003869675657607769,31.91151556956289,0.9999987985538104,1.0,0.0001397150682367343
Baseline,0.0,347,5Hz,episodic_expanded,1.0,8.80282975655364e-05,False,-2.3970017121666134e-05,0.0007562648339969383,31.905630678540703,0.9999994360612063,1.0,0.00019450684317035005
Baseline,0.0,347,5Hz,semantic_expanded,1.0,0.0003233412302972814,False,-8.368778770684315e-05,0.00038696756576297276,31.911477057504143,0.9999987851357599,1.0,0.00013794078165596524
Baseline,0.0,383,5Hz,episodic_expanded,1.0,8.737547142290067e-05,False,-2.3800388399042308e-05,0.000756264833995319,31.905574632336094,0.9999994356030835,1.0,0.00019385865507248745
Baseline,0.0,383,5Hz,semantic_expanded,1.0,0.00032237373874900764,False,-8.341300983305544e-05,0.00038696756575961347,31.911514341834824,0.9999987892976216,1.0,0.00013559386446626576
Baseline,0.0,421,5Hz,episodic_expanded,1.0,8.946115934688359e-05,False,-2.4402993427674603e-05,0.0007562648339973669,31.90544463138569,0.9999994311252641,1.0,0.00019066188269589723
Baseline,0.0,421,5Hz,semantic_expanded,1.0,0.00032703533362185143,False,-8.467616209912877e-05,0.0003869675657590787,31.911531343737096,0.9999987760611461,1.0,0.00014841058250913974
Baseline,0.0,461,5Hz,episodic_expanded,1.0,8.755321835686873e-05,False,-2.391819635176873e-05,0.000756264833997109,31.90554571899931,0.9999994349026509,1.0,0.00019230569289496735
Baseline,0.0,461,5Hz,semantic_expanded,1.0,0.0003233874742905719,False,-8.377241543939818e-05,0.00038696756576056274,31.911404153662687,0.9999987821042817,1.0,0.00014049005903404854
Baseline,0.0,503,5Hz,episodic_expanded,1.0,8.836165670138545e-05,False,-2.414468711444684e-05,0.0007562648339974367,31.905463813953546,0.9999994315703193,1.0,0.00019237987309828064
Baseline,0.0,503,5Hz,semantic_expanded,1.0,0.00032526699024988757,False,-8.426295730563639e-05,0.00038696756576458985,31.911635248314248,0.9999987781471785,1.0,0.00014465694561449638
Intermediate AD-like perturbation,0.5,11,5Hz,episodic_expanded,1.0,0.6448973782880452,False,0.2235120370740841,0.02542218680351367,3.081520493494839,0.1265363003747357,0.05263157894736842,0.07490501659751075
Intermediate AD-like perturbation,0.5,11,5Hz,semantic_expanded,1.0,1.126767850289937,True,0.3081033355715119,0.0362115988449992,1.7931282146071137,0.09335061134862474,0.0,0.06972202888925945
Intermediate AD-like perturbation,0.5,23,5Hz,episodic_expanded,1.0,1.2858784059786543,True,0.4553349988130757,0.013945927241105839,8.927238063147545,0.4060126441212029,0.8947368421052632,0.07672807764168643
Intermediate AD-like perturbation,0.5,23,5Hz,semantic_expanded,1.0,1.2972196512735523,True,0.5129148862673754,0.020984619213193185,2.4070715832762044,0.2575205039543402,0.7692307692307693,0.06379199780449685
Intermediate AD-like perturbation,0.5,37,5Hz,episodic_expanded,1.0,2.8238899067226977,True,0.4773106700848459,0.0030033715326024503,5.092194142258064,0.31017832257930655,0.8421052631578947,0.08129162757753677
Intermediate AD-like perturbation,0.5,37,5Hz,semantic_expanded,1.0,3.2014281240203943,True,0.51833781860739,0.0027796272949359036,2.6332853922012314,0.20719300391820114,0.6923076923076923,0.029883700020888988
Intermediate AD-like perturbation,0.5,53,5Hz,episodic_expanded,1.0,2.180220685033555,True,0.4262677981901985,0.002975961688567153,6.430812595312393,0.24541370868296594,0.6842105263157895,0.0001886854165740609
Intermediate AD-like perturbation,0.5,53,5Hz,semantic_expanded,1.0,2.5349391761332756,True,0.49325261684629623,0.0041465245750710485,3.5662562236581423,0.1506569022037572,0.15384615384615385,0.01553210969785052
Intermediate AD-like perturbation,0.5,71,5Hz,episodic_expanded,1.0,1.4146259838232267,True,0.3855211761606441,0.013152720219048872,1.1734694235424312,0.22086230450264924,0.6842105263157895,0.1073511020613427
Intermediate AD-like perturbation,0.5,71,5Hz,semantic_expanded,1.0,1.7676043673904223,True,0.5484519565854796,0.026509415482383728,-0.14094670687021685,0.14508257835049218,0.07692307692307693,0.08228654916238487
Intermediate AD-like perturbation,0.5,89,5Hz,episodic_expanded,1.0,3.1315287431176664,True,0.5660714078039089,0.004976862770734314,-0.7133264379369159,0.24357710009046243,0.2631578947368421,0.08269209115748526
Intermediate AD-like perturbation,0.5,89,5Hz,semantic_expanded,1.0,3.4162392607332497,True,0.6837580311045143,0.011281556208689987,-1.692409868148919,0.14843702314180385,0.0,0.02815483964109915
Intermediate AD-like perturbation,0.5,107,5Hz,episodic_expanded,1.0,1.0263912630610381,True,0.21543482712992434,0.0022292090110686198,4.158266111111822,0.20260587701161778,0.5263157894736842,0.05159821132677504
Intermediate AD-like perturbation,0.5,107,5Hz,semantic_expanded,1.0,0.37433614520373654,False,0.14435790523948075,0.0032777718213174065,2.421581930206157,0.09034133695592382,0.07692307692307693,0.07544266491183836
Intermediate AD-like perturbation,0.5,127,5Hz,episodic_expanded,1.0,0.45032291677553676,False,0.08063110222021948,0.0018119908606247061,3.161768890936589,0.2099957969576717,0.5789473684210527,0.07222246643885416
Intermediate AD-like perturbation,0.5,127,5Hz,semantic_expanded,1.0,0.13129818600748205,False,0.019818912686459546,0.0013631898182903325,-0.6984945557541433,0.10147296787268567,0.07692307692307693,0.0752095308987091
Intermediate AD-like perturbation,0.5,149,5Hz,episodic_expanded,1.0,2.3854146109773513,True,0.5834208861443791,0.006676983477501285,0.6342337452263016,0.15509442634363668,0.2631578947368421,0.17525557478359238
Intermediate AD-like perturbation,0.5,149,5Hz,semantic_expanded,1.0,1.6818529275475287,True,0.6012667323189129,0.017376542338768976,0.4698918544448203,0.060280809076527504,0.07692307692307693,0.1311678568063217
Intermediate AD-like perturbation,0.5,173,5Hz,episodic_expanded,1.0,0.8593493750495635,False,0.30912740172985204,0.04770769678070658,5.896009358566069,0.05403671667774847,0.0,0.13964551652220605
Intermediate AD-like perturbation,0.5,173,5Hz,semantic_expanded,1.0,1.2279348193989104,True,0.3368769472313786,0.0423723540490539,4.622854267204443,0.08549786596841129,0.0,0.09452748005161143
Intermediate AD-like perturbation,0.5,197,5Hz,episodic_expanded,1.0,0.9999622038739082,False,0.5214566845756962,0.021801454533094414,3.6355495643904123,0.3284259611931867,0.8421052631578947,0.0001877798346400269
Intermediate AD-like perturbation,0.5,197,5Hz,semantic_expanded,1.0,1.4525445979170746,True,0.6059302847663952,0.028922670944933376,1.9478610900046722,0.22261346144336883,0.6923076923076923,0.0026892074475100298
Intermediate AD-like perturbation,0.5,223,5Hz,episodic_expanded,1.0,0.7422057081530382,False,0.425670200160224,0.012641067560719643,3.8962322152524056,0.10485200504128948,0.0,0.16850539208733645
Intermediate AD-like perturbation,0.5,223,5Hz,semantic_expanded,1.0,1.184058468580159,True,0.5934725194214119,0.04361667971726574,4.03496525761871,0.045397953362104324,0.0,0.1439918328620437
Intermediate AD-like perturbation,0.5,251,5Hz,episodic_expanded,1.0,1.0143295890960964,True,0.33278426724980537,0.031065365895070304,4.890380504287623,0.17004631677232415,0.2631578947368421,0.024126239104080516
Intermediate AD-like perturbation,0.5,251,5Hz,semantic_expanded,1.0,1.5198620109418362,True,0.35129925446511245,0.019055661671240363,2.464919799369222,0.16662107609923427,0.23076923076923078,0.036006015545903144
Intermediate AD-like perturbation,0.5,281,5Hz,episodic_expanded,1.0,2.4069098289063904,True,0.5548644363366413,0.007602831024211092,0.44077791351625994,0.18286726324494232,0.3684210526315789,0.1197452107104742
Intermediate AD-like perturbation,0.5,281,5Hz,semantic_expanded,1.0,3.2824448245632376,True,0.7213129665231661,0.013428030683289004,-2.0056288533449607,0.05944050644182719,0.07692307692307693,0.1320736876789595
Intermediate AD-like perturbation,0.5,313,5Hz,episodic_expanded,1.0,2.6785676648932486,True,0.7223610690514563,0.011500647245936545,2.885169862742333,0.12063361133890464,0.15789473684210525,0.16380600777580556
Intermediate AD-like perturbation,0.5,313,5Hz,semantic_expanded,1.0,3.5837793998700866,True,0.8799100403809441,0.030776415638697274,0.6900162419682199,0.09652635880611969,0.0,0.13566932383758717
Intermediate AD-like perturbation,0.5,347,5Hz,episodic_expanded,1.0,1.6145964909737307,True,0.39961420220186655,0.01346586726378074,1.7490124805549856,0.1931932873170346,0.42105263157894735,0.07524227524313812
Intermediate AD-like perturbation,0.5,347,5Hz,semantic_expanded,1.0,2.618671523429853,True,0.5926682842906157,0.008245022425456302,-0.6478890011629137,0.14538213194844216,0.07692307692307693,0.06453224965221474
Intermediate AD-like perturbation,0.5,383,5Hz,episodic_expanded,1.0,2.3851626523830856,True,0.5488622773393234,0.012056849422222836,5.305718774529838,0.09800157567893969,0.10526315789473684,0.10674325739098516
Intermediate AD-like perturbation,0.5,383,5Hz,semantic_expanded,1.0,2.626642815413531,True,0.6168256378662191,0.012742340612316834,4.38136705415947,0.07823977741684741,0.0,0.13246491734487703
Intermediate AD-like perturbation,0.5,421,5Hz,episodic_expanded,1.0,2.748531655607452,True,0.47392929041801257,0.002060202289130802,3.999411556815611,0.35131907317915734,0.8421052631578947,0.08525478150946214
Intermediate AD-like perturbation,0.5,421,5Hz,semantic_expanded,1.0,3.140011648517451,True,0.5121069458843945,0.0014835388119898937,2.0282381160485126,0.2095355466093607,0.6153846153846154,0.020188162152978487
Intermediate AD-like perturbation,0.5,461,5Hz,episodic_expanded,1.0,0.8926538918342881,False,0.232948045988847,0.027411589535711843,4.0913727467287,0.07384877199027562,0.0,0.3011060909097933
Intermediate AD-like perturbation,0.5,461,5Hz,semantic_expanded,1.0,0.9327714478713461,False,0.27985016410313135,0.03493907185176652,3.1683679062762304,0.04876781444636448,0.07692307692307693,0.24529562342593364
Intermediate AD-like perturbation,0.5,503,5Hz,episodic_expanded,1.0,2.5321540063797348,True,0.538626560986774,0.004313619093335922,3.4642803208801984,0.1897284206560214,0.47368421052631576,0.0795545661709336
Intermediate AD-like perturbation,0.5,503,5Hz,semantic_expanded,1.0,2.9971487006293804,True,0.6344345576784289,0.006116807404481209,2.9853935766550106,0.17293409034184093,0.3076923076923077,0.09994960236211256
High AD-like perturbation,1.0,11,5Hz,episodic_expanded,1.0,1.2992964769733033,True,0.26949081444711925,0.0021296759124714336,6.700235026936937,0.22288872219305952,0.5263157894736842,0.029745243854639475
High AD-like perturbation,1.0,11,5Hz,semantic_expanded,1.0,1.0382296515656082,True,0.22255255811169894,0.01662874493537908,-2.645202110688774,0.10599865230011508,0.0,0.009519007988167676
High AD-like perturbation,1.0,23,5Hz,episodic_expanded,1.0,0.9323727093219949,False,0.2247273418070536,0.0022891784504140648,5.915549551796666,0.23106143108690871,0.5263157894736842,0.03600857819841351
High AD-like perturbation,1.0,23,5Hz,semantic_expanded,1.0,1.0725194199073793,True,0.23052380258185137,0.01616980634125725,-3.285623912265323,0.11657743043100578,0.23076923076923078,0.0030855829346746744
High AD-like perturbation,1.0,37,5Hz,episodic_expanded,1.0,1.8755607613519285,True,0.42390710705606377,0.0024813894547143036,6.519639349742436,0.24032920439746264,0.5789473684210527,0.014902074048856843
High AD-like perturbation,1.0,37,5Hz,semantic_expanded,1.0,0.987284399698036,False,0.2150173237671673,0.01572376400232395,-1.8611946551436094,0.13921043717390472,0.07692307692307693,0.02472416202554788
High AD-like perturbation,1.0,53,5Hz,episodic_expanded,1.0,1.3036483384712807,True,0.2728914383635567,0.003081922913615905,7.460016854620209,0.24234868486872085,0.6842105263157895,0.025408014597170472
High AD-like perturbation,1.0,53,5Hz,semantic_expanded,1.0,1.0962116314968444,True,0.23269534360308458,0.016595784649699262,0.02440877140622428,0.15589540161241,0.23076923076923078,0.01269373219796608
High AD-like perturbation,1.0,71,5Hz,episodic_expanded,1.0,1.7493226116997753,True,0.32609362367108263,0.002352338005168778,8.074178425224893,0.2447955168381603,0.5789473684210527,0.05411368827028769
High AD-like perturbation,1.0,71,5Hz,semantic_expanded,1.0,1.0248093690486875,True,0.22263598107288016,0.015251778831099419,-0.2691194165584626,0.10727298274487031,0.0,0.009023764679783183
High AD-like perturbation,1.0,89,5Hz,episodic_expanded,1.0,1.3995935641634403,True,0.26496172375799304,0.0021298974207636,7.3249761521738055,0.21700444572920993,0.47368421052631576,0.05998289782341573
High AD-like perturbation,1.0,89,5Hz,semantic_expanded,1.0,1.0586951830728561,True,0.23056548010777483,0.016600269722095395,-1.1450929888772046,0.11326987520889244,0.07692307692307693,0.005326248416899253
High AD-like perturbation,1.0,107,5Hz,episodic_expanded,1.0,1.408973710186383,True,0.296699420217254,0.002778356474162902,7.577362035539451,0.26207651223950373,0.7368421052631579,0.034308998601425125
High AD-like perturbation,1.0,107,5Hz,semantic_expanded,1.0,1.5829746435215903,True,0.309757770895759,0.017518241480787938,-0.34719102609403985,0.14549052616832167,0.07692307692307693,0.004795950612855773
High AD-like perturbation,1.0,127,5Hz,episodic_expanded,1.0,1.8810336590353256,True,0.36539816214097237,0.003151389861551018,7.832319036879429,0.30507506258682754,0.8947368421052632,0.022266887866405474
High AD-like perturbation,1.0,127,5Hz,semantic_expanded,1.0,0.9954623924116429,False,0.21610006695308057,0.01797902031995554,-0.1579384134036925,0.1844424961258377,0.38461538461538464,0.004961670214439679
High AD-like perturbation,1.0,149,5Hz,episodic_expanded,1.0,1.3666145200909707,True,0.3780153777624443,0.0033518429778687376,6.90031704803221,0.14630102768642939,0.21052631578947367,0.05685834969100806
High AD-like perturbation,1.0,149,5Hz,semantic_expanded,1.0,1.083634907957975,True,0.28314102098539556,0.025762579439078916,3.1522346304486892,0.12551132926588177,0.3076923076923077,0.04227945363571369
High AD-like perturbation,1.0,173,5Hz,episodic_expanded,1.0,0.45636789571694575,False,0.1641425916875621,0.0018714899182639495,6.738251404694341,0.22110602729513662,0.5789473684210527,0.0820956175456549
High AD-like perturbation,1.0,173,5Hz,semantic_expanded,1.0,1.0239838415153064,True,0.21781544174061934,0.01615265145170772,0.1628677587454351,0.10625506024074434,0.07692307692307693,0.020913428328496058
High AD-like perturbation,1.0,197,5Hz,episodic_expanded,1.0,1.339418709870961,True,0.3241118558509833,0.003247334592626399,5.871369358598124,0.19484527532878954,0.42105263157894735,0.0026090792682901334
High AD-like perturbation,1.0,197,5Hz,semantic_expanded,1.0,0.9219334003352622,False,0.2031377000453886,0.018002415694133116,-2.7228211039500927,0.12136822461769782,0.07692307692307693,0.031036130697540357
High AD-like perturbation,1.0,223,5Hz,episodic_expanded,1.0,3.2008158920159575,True,0.606924306435905,0.003937086754818796,1.6173199860503154,0.12633581256722703,0.15789473684210525,0.09813488961801982
High AD-like perturbation,1.0,223,5Hz,semantic_expanded,1.0,1.8349296525770091,True,0.34740764564922144,0.019418072270038094,0.8776495254431818,0.1270786682415556,0.23076923076923078,0.06168522362941534
High AD-like perturbation,1.0,251,5Hz,episodic_expanded,1.0,2.1233060393948358,True,0.3807601328614205,0.0017761014102792043,5.9473129061986185,0.21125451523487027,0.5263157894736842,0.025002419212075203
High AD-like perturbation,1.0,251,5Hz,semantic_expanded,1.0,1.0286137417135781,True,0.21866590329241756,0.015283296306295324,-2.1235013028183896,0.1610604308773439,0.15384615384615385,0.0184309685498371
High AD-like perturbation,1.0,281,5Hz,episodic_expanded,1.0,1.6525442522512623,True,0.3210360395184469,0.0024058095421762766,8.147254127925699,0.19326989534543357,0.42105263157894735,0.02170092722910956
High AD-like perturbation,1.0,281,5Hz,semantic_expanded,1.0,1.1803405025805356,True,0.2470924954844904,0.017914723674019823,-1.9886469430121354,0.11407971551556789,0.07692307692307693,0.0056859052286808084
High AD-like perturbation,1.0,313,5Hz,episodic_expanded,1.0,0.9879869921906701,False,0.26677872212451875,0.0031854999820337825,6.824552518562848,0.2605884335662468,0.8947368421052632,0.022373880265308434
High AD-like perturbation,1.0,313,5Hz,semantic_expanded,1.0,1.236908151614661,True,0.2506160262989263,0.01726971366770391,-0.33928646637533577,0.14530028720523297,0.15384615384615385,0.02523059474391118
High AD-like perturbation,1.0,347,5Hz,episodic_expanded,1.0,1.8780837538501434,True,0.3696260946747695,0.00326669205338935,8.03867009950568,0.19678434999898586,0.42105263157894735,0.04973946903779961
High AD-like perturbation,1.0,347,5Hz,semantic_expanded,1.0,1.2273006427950355,True,0.2558164306273114,0.01629754422975356,2.020047726700078,0.10426862854793469,0.23076923076923078,0.07819703228871049
High AD-like perturbation,1.0,383,5Hz,episodic_expanded,1.0,1.761104113041575,True,0.3619360645665218,0.0034668934704593663,10.242773282283528,0.19328609113398135,0.42105263157894735,0.013416075353576654
High AD-like perturbation,1.0,383,5Hz,semantic_expanded,1.0,1.2457202785971526,True,0.25401315209679737,0.018277958284111395,0.1968437189260946,0.16900836267260474,0.3076923076923077,0.03692184050681631
High AD-like perturbation,1.0,421,5Hz,episodic_expanded,1.0,2.6502141218968003,True,0.5159895880578024,0.004597746248835177,2.102504044864025,0.18634392916314252,0.42105263157894735,0.0014608456979220835
High AD-like perturbation,1.0,421,5Hz,semantic_expanded,1.0,1.2107183602033307,True,0.2543522935512554,0.016624550612365868,-1.693946338874689,0.11283605290244451,0.07692307692307693,0.027046394596981597
High AD-like perturbation,1.0,461,5Hz,episodic_expanded,1.0,1.6330017307500335,True,0.38248126639694147,0.0021979970299203263,9.4830490099838,0.18565993702012504,0.2631578947368421,0.04399590586429669
High AD-like perturbation,1.0,461,5Hz,semantic_expanded,1.0,0.9002404574717551,False,0.1963891184134204,0.014544904796751492,1.9478079520026155,0.21622009060545155,0.6153846153846154,0.06003915738204833
High AD-like perturbation,1.0,503,5Hz,episodic_expanded,1.0,1.352566042826759,True,0.30402217163519635,0.002429005607294304,6.384979635309977,0.1956210521788503,0.42105263157894735,0.039045709704949416
High AD-like perturbation,1.0,503,5Hz,semantic_expanded,1.0,0.9117866320816577,False,0.19824839195634322,0.01666945505483955,-3.20769042725566,0.08773834754450587,0.07692307692307693,0.006705519519605824
