severity,condition,b_min,b_mean,b_max,mean_tau_i_ms
0.0,Baseline,0.07,0.07000000000000002,0.07,14.28571428571428
0.5,Intermediate AD-like perturbation,0.04500044987398713,0.06148449002738,0.06986254936894036,16.55275441711806
1.0,High AD-like perturbation,0.020000899747974255,0.05296898005475999,0.06972509873788071,21.513042962623114
