pair,outcome,probe,unit,numerical_initializations,mean_interaction,median_interaction,minimum_interaction,maximum_interaction,ci95_lower_numerical,ci95_upper_numerical,paired_hedges_gz,positive_fraction,sign_consistent,mean_interaction_curvature,all_quality_gates_passed,analysis_status
expanded_bilateral,transfer_gain,2Hz,log2 ratio,20,2.2331726745155254,2.227456770843384,1.4550711181285703,2.9709286357418643,2.027412279818907,2.4389330692121436,4.876306277639412,1.0,True,0.4834826240506108,True,eligible_as_prespecified
expanded_bilateral,transfer_gain,5Hz,log2 ratio,20,2.1724420446951784,2.260783520543741,0.946098886619966,2.9400606822454574,1.9221699998867703,2.422714089503587,3.9000153125999053,1.0,True,0.48302161722698267,True,eligible_as_prespecified
expanded_bilateral,functional_connectivity,2Hz,Fisher-z difference,20,0.06396649816400371,0.065507643645212,0.037864434864593566,0.07589809074279152,0.0600391616272134,0.06789383470079402,7.31787375311489,1.0,True,0.02982732353468851,False,descriptive_only_quality_gate_failed
expanded_bilateral,functional_connectivity,5Hz,Fisher-z difference,20,0.0688087571334865,0.06824557743219051,0.01703268467011898,0.0958176358551206,0.06152028629121767,0.07609722797575533,4.241678496122505,1.0,True,0.03708853535178761,False,descriptive_only_quality_gate_failed
expanded_bilateral,response_latency,pulse,ms,20,363.475,352.75,216.0,536.0,316.2446756534413,410.70532434655877,3.4576742204912745,1.0,True,,False,descriptive_only_quality_gate_failed
