scope,variant,condition,severity,seed,probe,global_coupling,input_peak_per_ms,dt_ms,b_signature,network,network_response,transfer,segment_transfer_1,segment_transfer_2,segment_transfer_3,segment_transfer_4,segment_transfer_5,segment_locked_transfer_1,segment_locked_transfer_2,segment_locked_transfer_3,segment_locked_transfer_4,segment_locked_transfer_5,target_response_coverage,transfer_first_half,transfer_second_half,transfer_split_abs_log2,transfer_nonstationary_flag,transfer_log2_slope_per_s,locked_transfer_segment_median,evoked_fc_z,evoked_fc_first_half_z,evoked_fc_second_half_z,evoked_fc_split_abs_z,fc_valid_fraction,relative_latency_raw_ms,relative_latency_ms,latency_valid_fraction,median_pulse_tail_energy_fraction,median_target_fit_r_squared,median_target_snr_db,median_target_phase_consistency,target_frequency_qa_valid_fraction,a1_snr_db_min,a1_phase_consistency_min
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,semantic_expanded,0.012415262385394428,0.12418096748498529,0.041902586578482746,0.07640560344674545,0.11518355874625064,0.14324315288985057,0.18654510506066985,0.0024072895897005093,0.002607117083091005,0.003831934151773857,0.004917271667855081,0.008181240795792796,1.0,0.07393873728948142,0.15796080468657347,1.095164311531262,True,0.2607771210896092,0.003831934151773857,0.04016483001599144,0.06541164829058535,0.03208968436543157,0.03332196392515378,1.0,,,,,0.00015282089814838695,-0.284470238445731,0.17523497449922878,0.15384615384615385,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,episodic_expanded,0.010012205097571744,0.09938431479796199,0.03666006907950177,0.06755471678651247,0.08412373011465868,0.11325442284195163,0.1534101302123578,0.0017745491266297334,0.0028472229294339542,0.0030232206408212555,0.0037314470102233687,0.006436307007367081,1.0,0.06060802952641016,0.12603438887545834,1.0562365874032928,True,0.24378318338589333,0.0030232206408212555,0.04974515403632164,0.08033884507092129,0.04088519845296454,0.03945364661795675,1.0,,,,,0.0004174293137825247,7.0565925269344865,0.11730902511701433,0.21052631578947367,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,semantic_anatomical_core,0.011622421776720227,0.11520797341305394,0.04306214443732223,0.07498391957758492,0.09888268836677007,0.13463992065617117,0.17494279876606797,0.0030430875466569197,0.002599722986923112,0.003211314263428357,0.004664164214050999,0.008723087652718679,1.0,0.07031037958073355,0.14563831590266,1.0505803750889815,True,0.24446177519164955,0.003211314263428357,0.04665727810381809,0.07628249331515138,0.03696499310644657,0.039317500208704816,1.0,,,,,0.000225387829347945,-0.21844423627831414,0.1714718483132115,0.2,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,episodic_anatomical_core,0.011361105628634419,0.10973000668341865,0.04169525927408834,0.07488142414058438,0.09494216452847659,0.12607621340355515,0.16776428031131152,0.002015651418497989,0.0032575266826368934,0.0034625641801652018,0.004288967849898398,0.0074340587132042425,1.0,0.06770259241147644,0.13884233569728524,1.0361645579985568,True,0.23842884771802036,0.0034625641801652018,0.05565889559783742,0.09059888988705339,0.045645620529638775,0.044953269357414616,1.0,,,,,0.0005678256863188014,5.704931175718929,0.13112759897478016,0.25,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,semantic_platel_peaks,0.01944873982846082,0.1987086049807367,0.04373208355238974,0.11987857347114704,0.21161253477237088,0.21593120537663932,0.2941168439205996,0.0008821555684423443,0.002698122439779567,0.00450716721500144,0.004623833472917822,0.008492996876893864,1.0,0.12445954186996959,0.25062841865634256,1.009873169698251,True,0.31741243830475396,0.00450716721500144,0.007346208662061614,0.012383689938551962,0.005731250005661247,0.006652439932890715,1.0,,,,,7.153074901511403e-05,-0.3317609690891924,0.17523497449922878,0.0,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,episodic_platel_peaks,0.0048138525144012885,0.019346768089453282,0.0032551306723972557,0.01108006363744712,0.011822745776815245,0.01989571579061694,0.03439722225596329,0.00014987456444613023,0.00017848154129364597,0.0002837654585525711,0.000435750331277996,0.0006085153619403834,1.0,0.009082436931627788,0.02553888626772965,1.4915442638052343,True,0.38237505187103976,0.0002837654585525711,0.011014443490879577,0.023076659726097116,0.008368097559090714,0.014708562167006401,1.0,,,,,0.00020426308421206407,7.493436857852658,0.09753786030722145,0.0,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,semantic_expanded_left,0.01019804158432719,0.255767108074504,0.10301153520139045,0.14525122926682135,0.20955565027749445,0.3194321647504294,0.38978792313669874,0.004312968593765743,0.005173231219472156,0.007163939370782517,0.010457492265489149,0.013403277621703812,1.0,0.1379483701442353,0.33328426415927315,1.2726247915766047,True,0.2488363101432988,0.007163939370782517,0.023749974554058285,0.0286251199641176,0.02528446478898063,0.003340655175136969,1.0,,,,,0.00015282089814838695,-0.10512750346743586,0.10416417072760183,0.0,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,episodic_expanded_left,0.014462543726583888,0.3627209159486343,0.14252894792303028,0.2547811076544321,0.3425522509866972,0.4190815621509488,0.5433503439467957,0.005614616477581004,0.007911560634211199,0.008638125087254261,0.01113910146024101,0.021156199959072343,1.0,0.2323712475998053,0.457859290896085,0.978472729805321,False,0.22896141354607666,0.008638125087254261,0.05538038243288662,0.07931713663283813,0.04714896635390363,0.032168170278934496,1.0,,,,,0.0004931725511125862,2.913650382737062,0.1511674653186733,0.25,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,semantic_expanded_right,0.015002019986639538,0.060292790584373805,0.017044952864109363,0.040191165799619205,0.06331135518361075,0.06423461101938865,0.0892769481980392,0.0013436321277778363,0.001313890525395552,0.0020496710794925283,0.0023121758105703262,0.004993756217535984,1.0,0.03963031144367169,0.07486586827065347,0.9177038314859202,False,0.27271793203591954,0.0020496710794925283,0.05657968547792461,0.1021981766170531,0.038894903941882504,0.06330327267517061,1.0,,,,,0.00030633857198431036,-0.3081156037674617,0.22268146647573417,0.3333333333333333,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,episodic_expanded_right,0.0067755951855629085,0.02723096902760123,0.009429387394619787,0.017912002197179092,0.02065904383351653,0.03060636747517796,0.043313983903683816,0.0005608619244780669,0.0010246623624218382,0.0010580841271416346,0.0012499838375476693,0.0019581043842099837,1.0,0.01580803684197839,0.034693338095470504,1.134000445001265,True,0.2586049532257099,0.0010580841271416346,0.04410992563975666,0.08136055350900445,0.03462143055202545,0.046739122956979004,1.0,,,,,0.000273818910233925,7.93028118877083,0.11725244212887607,0.18181818181818182,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,shared_auditory_relay,0.04416741580760542,0.4360297730173546,0.20747809115905777,0.31624831830045724,0.3042710128165115,0.4240919667336811,0.6734669591329765,0.00667553795646525,0.010511216772229024,0.01278645983347382,0.014846829333842874,0.01786100849674108,1.0,0.28442286513157866,0.5226274686532939,0.8777455031291128,False,0.1910307839379596,0.01278645983347382,0.12226097429812903,0.16679667747776056,0.1063351086825929,0.06046156879516766,1.0,,,,,0.00025547565722544574,4.077517180733074,0.14419187401597244,0.2857142857142857,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,anterior_temporal_context,0.01486976124297392,0.14927957573838535,0.04796149921994586,0.09627962924850852,0.1121943025489402,0.16940013764152262,0.23498175843915275,0.002462236567599375,0.003247583998084643,0.004213292887292256,0.005443874871021811,0.006273089558246403,1.0,0.0854349381519476,0.1916054680006184,1.165240655125849,True,0.2700166381381415,0.004213292887292256,0.017372734122846487,0.030570999126066267,0.015662413171087384,0.014908585954978883,1.0,,,,,0.00015212867132513574,-0.32661937728785784,0.16107853156271462,0.0,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,hippocampal_context,0.004588542538946361,0.04426077629175517,0.008803193480434615,0.0257598925974238,0.023551404209639564,0.050647857698576555,0.07780920886362436,0.00034066595397818945,0.0005716586741373966,0.0006605766770256751,0.000677419767684489,0.0009517405227230188,1.0,0.020371221402659376,0.058927622078234244,1.5324115669716765,True,0.3631529363965282,0.0006605766770256751,0.02473538562246635,0.028979694099882207,0.027285613316264046,0.0016940807836181605,1.0,,,,,0.00015783325167445517,4.685059200177097,0.10012020110748414,0.0,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,2Hz,60.0,0.02,0.5,c36408b3e51f3657,angular_parietal_context,0.01994374537795731,0.18365935519796384,0.02463496900572484,0.09489648736026739,0.2152272498685152,0.16175298735353383,0.27806796193349625,0.0006157394058241435,0.0023697025410953617,0.0010418051339288212,0.0014677420168518307,0.004372572725162833,1.0,0.10564586343140937,0.2353183265393073,1.155377402120051,True,0.3881340852959344,0.0014677420168518307,0.016187974276427593,0.017094124523844893,0.017884215733113638,0.0007900912092687444,1.0,,,,,8.535253499430961e-05,1.6126695261129518,0.11987848526580032,0.0,30.283350937667738,0.9990521770151091
spatial_shuffle_01,shuffle_01,"High AD-like perturbation, spatially shuffled",1.0,11,5Hz,60.0,0.02,0.5,c36408b3e51f3657,semantic_expanded,0.013357922481634608,0.1221643614275634,0.03975594931858225,0.07279254544877073,0.11061387612461708,0.1349605604407076,0.18090255340440714,0.0037244841652621587,0.004967924759237234,0.007970843745771637,0.01184872952557305,0.012360881005063391,1.0,0.07258895905638632,0.15455308741488566,1.0902804414764615,True,0.2631307721452788,0.007970843745771637,0.00815237782392881,0.04754918705205327,-0.019531179807045742,0.06708036685909902,1.0,,,,,0.00038515319619170096,-0.4840576903512802,0.17263690933141268,0.23076923076923078,31.086288646422823,0.9998738139218527
