region_index,region_label,hemisphere,surrogate_amyloid,baseline_b,intermediate_b,high_b,b_reduction,weighted_structural_strength,structural_feature_basis,direct_connectivity_to_left_a1,direct_connectivity_to_right_a1,bilateral_a1_affinity,semantic_expanded_membership,episodic_expanded_membership,semantic_anatomical_core_membership,episodic_anatomical_core_membership,anatomical_core_membership,semantic_platel_peak_membership,episodic_platel_peak_membership,platel_peak_membership,raw_trace_region_membership
55,L_6v,L,1.4344067688979,0.07,0.06938348119664603,0.06876696239329205,0.001233037606707954,0.43918274917197464,symmetrized_0.5_times_W_plus_W_transpose,0.0015595088397971201,0.0005146066643084645,0.0020741155041055846,False,False,False,False,False,False,False,False,False
56,L_p24pr,L,1.43397134939436,0.07,0.06938510945398654,0.06877021890797307,0.0012297810920269409,0.38642812969349183,symmetrized_0.5_times_W_plus_W_transpose,0.0005055183026648139,0.000223054081749254,0.0007285723844140679,False,False,False,False,False,False,False,False,False
57,L_33pr,L,1.80075545625294,0.07,0.06504010580625369,0.060080211612507387,0.00991978838749262,0.4456465328860112,symmetrized_0.5_times_W_plus_W_transpose,0.00014530110849832415,0.00077874705302939,0.0009240481615277142,False,False,False,False,False,False,False,False,False
58,L_a24pr,L,1.62377700994262,0.07,0.0681007051245692,0.06620141024913839,0.003798589750861614,0.35582673365038847,symmetrized_0.5_times_W_plus_W_transpose,8.53724981066879e-05,0.0005462996157665755,0.0006316721138732635,False,False,False,False,False,False,False,False,False
59,L_p32pr,L,1.50773910244901,0.07,0.0690403666325053,0.0680807332650106,0.0019192667349894055,0.42292503337320453,symmetrized_0.5_times_W_plus_W_transpose,0.000849417635585891,0.0005957249821243535,0.0014451426177102445,False,False,False,False,False,False,False,False,False
60,L_a24,L,1.34564762359605,0.07,0.06964150323552379,0.06928300647104756,0.0007169935289524504,0.3392717517558431,symmetrized_0.5_times_W_plus_W_transpose,7.363373646113056e-05,0.000556299488916485,0.0006299332253776155,False,False,False,False,False,False,False,False,False
61,L_d32,L,2.03873733219729,0.07,0.05696569348375341,0.04393138696750681,0.0260686130324932,0.39998984270616866,symmetrized_0.5_times_W_plus_W_transpose,0.0002799008913494263,0.00020010184067540635,0.00048000273202483267,False,False,False,False,False,False,False,False,False
62,L_8BM,L,1.9612752711703,0.07,0.05994801452747142,0.049896029054942836,0.02010397094505717,0.4671058175950421,symmetrized_0.5_times_W_plus_W_transpose,6.868927952059599e-05,0.0006058181601957055,0.0006745074397163015,True,False,True,False,True,False,False,False,True
63,L_p32,L,1.5320448051518,0.07,0.06889051847637877,0.06778103695275753,0.002218963047242478,0.3551980821769425,symmetrized_0.5_times_W_plus_W_transpose,0.0005368222327372205,0.00027430848299663717,0.0008111307157338577,False,False,False,False,False,False,False,False,False
64,L_10r,L,1.82049541099342,0.07,0.06453324284609979,0.05906648569219959,0.010933514307800415,0.3139992454386902,symmetrized_0.5_times_W_plus_W_transpose,0.000846307837983101,0.0003087453853983924,0.0011550532233814935,True,False,True,False,True,False,False,False,True
