global_coupling,semantic_transfer,episodic_transfer,balanced_target_score,max_abs_evoked,wall_seconds,worker_pid
10.0,0.0005489521209071833,0.001023619090594435,0.0007496118133960385,0.29631805012599877,245.12949523102725,620464
30.0,0.002017576694937093,0.0031806550357687947,0.002533222350051694,0.29755614419455334,248.23682499304414,620466
60.0,0.0029389022840047027,0.004236746886221475,0.0035286520231762875,0.3007056283165195,247.46825799997896,620465
100.0,0.0018187885869716783,0.002865095672780201,0.00228276221061997,0.30827301133317775,257.8903712219326,620467
200.0,0.0008040942458696238,0.0016374717602990643,0.0011474674811211346,0.3516133697145065,257.31872528098756,620472
300.0,0.00019122091670455182,0.0004113198963200218,0.00028045136411352284,0.42340569985066523,257.0147103900672,620470
