severity,seed,probe,network,segment,segment_start_s,segment_end_s,broadband_transfer,frequency_locked_transfer,target_locked_amplitude,ipsilateral_a1_locked_amplitude,median_segment_fit_r_squared,phase_eligible_fraction,phase_lag_degrees,median_phase_consistency_across_segments
0.0,197,2Hz,Episodic proxy,4,6.0,8.0,0.0005541132798505865,0.0005528512449896998,3.402446714367658e-05,0.061541273610569665,0.9999886456146189,1.0,12.233784892543076,0.9999999986940669
0.0,197,2Hz,Semantic proxy,5,8.0,10.0,0.00028030937936816667,0.0002796269842072715,1.721063732596893e-05,0.061541273608948316,0.9999885688208019,1.0,13.331300938892648,0.9999999878670016
0.0,197,2Hz,Episodic proxy,5,8.0,10.0,0.000554113295122104,0.0005528512578498238,3.402446792882813e-05,0.06154127360894832,0.9999886456461641,1.0,12.233802981623892,0.9999999986940669
0.0,197,5Hz,Semantic proxy,1,0.0,2.0,0.0003880195555121239,0.00038703317502411587,3.177463002149039e-05,0.08208611581998562,0.9979492800215461,1.0,30.66812523504989,0.9999999690565886
0.0,197,5Hz,Episodic proxy,1,0.0,2.0,0.000757787627792828,0.000756301507991801,6.208455180857332e-05,0.08208611581998562,0.998728143564267,1.0,27.75509384683762,0.9999999812189442
0.0,197,5Hz,Semantic proxy,2,2.0,4.0,0.00038778008421435923,0.0003869583206429684,3.1768480627720706e-05,0.08208608902075423,0.9986527417971389,1.0,30.71595719735537,0.9999999690565886
0.0,197,5Hz,Episodic proxy,2,2.0,4.0,0.0007576477437518075,0.0007562558768424596,6.208078433216327e-05,0.08208608902075423,0.9989669674506361,1.0,27.78291794039296,0.9999999812189442
0.0,197,5Hz,Semantic proxy,3,4.0,6.0,0.00038778771647241715,0.00038696818303213823,3.176929156466194e-05,0.08208608958548402,0.9986668999856625,1.0,30.716824392603563,0.9999999690565886
0.0,197,5Hz,Episodic proxy,3,4.0,6.0,0.0007576550699180244,0.0007562649899007768,6.208153230722987e-05,0.08208608958548402,0.9989711171760511,1.0,27.7830706845592,0.9999999812189442
0.0,197,5Hz,Semantic proxy,4,6.0,8.0,0.0003877871950256996,0.0003869675657550698,3.176924057713016e-05,0.08208608956218079,0.998665426476582,1.0,30.71679151160626,0.9999999690565886
0.0,197,5Hz,Episodic proxy,4,6.0,8.0,0.0007576549357544666,0.0007562648339958448,6.208151963168058e-05,0.08208608956218079,0.9989711166410197,1.0,27.783086873220615,0.9999999812189442
0.0,197,5Hz,Semantic proxy,5,8.0,10.0,0.0003877871950284205,0.0003869675657580036,3.176924057737435e-05,0.08208608956218057,0.9986654264932849,1.0,30.716791512775178,0.9999999690565886
0.0,197,5Hz,Episodic proxy,5,8.0,10.0,0.0007576549357550474,0.0007562648339965622,6.208151963173921e-05,0.08208608956218058,0.9989711166410197,1.0,27.78308687323935,0.9999999812189442
0.0,223,2Hz,Semantic proxy,1,0.0,2.0,0.00028076372447031215,0.0002797304839711447,1.721701128291832e-05,0.061541280680612154,0.997984037428312,1.0,13.347058356839465,0.9999999881156925
0.0,223,2Hz,Episodic proxy,1,0.0,2.0,0.0005544235437540416,0.0005529638437384521,3.403140152762209e-05,0.061541280680612154,0.9993539751464521,1.0,12.230714084324873,0.9999999987345093
0.0,223,2Hz,Semantic proxy,2,2.0,4.0,0.00028030705921242407,0.0002796245743301014,1.721048864820395e-05,0.06154127356045764,0.9999872156801601,1.0,13.328514413835938,0.9999999881156925
0.0,223,2Hz,Episodic proxy,2,2.0,4.0,0.0005541108841601498,0.0005528488176916653,3.402431830130575e-05,0.061541273560457646,0.9999881640339412,1.0,12.232872551627919,0.9999999987345093
0.0,223,2Hz,Semantic proxy,3,4.0,6.0,0.0002803098389921074,0.0002796274283600984,1.7210664768585922e-05,0.061541273643298096,0.999988532234481,1.0,13.331564725124426,0.9999999881156925
0.0,223,2Hz,Episodic proxy,3,4.0,6.0,0.0005541140434880866,0.0005528520083891375,3.4024514182809745e-05,0.0615412736432981,0.9999886481375458,1.0,12.233788327662488,0.9999999987345093
0.0,223,2Hz,Semantic proxy,4,6.0,8.0,0.00028030934934089477,0.00027962695643979,1.721063562097201e-05,0.06154127361056994,0.9999885710727375,1.0,13.331264103203232,0.9999999881156925
0.0,223,2Hz,Episodic proxy,4,6.0,8.0,0.0005541132798509103,0.0005528512449899836,3.402446714369482e-05,0.06154127361056994,0.999988645614611,1.0,12.233784892837086,0.9999999987345093
0.0,223,2Hz,Semantic proxy,5,8.0,10.0,0.0002803093793678963,0.0002796269842070028,1.721063732595266e-05,0.061541273608948295,0.9999885688208019,1.0,13.331300938887233,0.9999999881156925
0.0,223,2Hz,Episodic proxy,5,8.0,10.0,0.0005541132951224254,0.0005528512578501488,3.402446792884785e-05,0.061541273608948295,0.9999886456461641,1.0,12.233802981599842,0.9999999987345093
0.0,223,5Hz,Semantic proxy,1,0.0,2.0,0.0003880186039803034,0.00038703305687181076,3.1774621104331985e-05,0.082086115700101,0.9979523176089992,1.0,30.668186648472496,0.9999999687465642
0.0,223,5Hz,Episodic proxy,1,0.0,2.0,0.0007577863089125738,0.0007563007737999108,6.208449155418322e-05,0.08208611570010102,0.9987296130540055,1.0,27.75507123684919,0.9999999810949157
0.0,223,5Hz,Semantic proxy,2,2.0,4.0,0.000387780178613245,0.00038695842280092905,3.176848893127742e-05,0.08208608902759255,0.998652679303493,1.0,30.715990231689872,0.9999999687465642
0.0,223,5Hz,Episodic proxy,2,2.0,4.0,0.0007576480581019671,0.0007562562271933782,6.208081307065586e-05,0.08208608902759254,0.998967095802603,1.0,27.78293878390144,0.9999999810949157
0.0,223,5Hz,Semantic proxy,3,4.0,6.0,0.00038778753179116623,0.00038696803476820786,3.176927929878694e-05,0.08208608957902666,0.9986674923587828,1.0,30.716806099019188,0.9999999687465642
0.0,223,5Hz,Episodic proxy,3,4.0,6.0,0.0007576548759687859,0.0007562648109910959,6.208151754408367e-05,0.08208608957902666,0.998971143659539,1.0,27.783064648896325,0.9999999810949157
0.0,223,5Hz,Semantic proxy,4,6.0,8.0,0.00038778719502933633,0.00038696756575935364,3.176924057748802e-05,0.08208608956218034,0.9986654265051238,1.0,30.71679151410403,0.9999999687465642
0.0,223,5Hz,Episodic proxy,4,6.0,8.0,0.0007576549357557129,0.000756264833997203,6.208151963179266e-05,0.08208608956218034,0.9989711166410197,1.0,27.783086873280144,0.9999999810949157
0.0,223,5Hz,Semantic proxy,5,8.0,10.0,0.0003877871950283985,0.00038696756575798093,3.176924057737241e-05,0.0820860895621805,0.9986654264932849,1.0,30.716791512778407,0.9999999687465642
0.0,223,5Hz,Episodic proxy,5,8.0,10.0,0.0007576549357558233,0.0007562648339974072,6.20815196318099e-05,0.0820860895621805,0.9989711166410197,1.0,27.783086873301325,0.9999999810949157
0.0,251,2Hz,Semantic proxy,1,0.0,2.0,0.0002807626795867203,0.00027973256018588307,1.721713974736875e-05,0.06154128082358816,0.9979984934799933,1.0,13.347054695007289,0.9999999879334853
0.0,251,2Hz,Episodic proxy,1,0.0,2.0,0.0005544237425404483,0.0005529663966529136,3.403155903312235e-05,0.06154128082358816,0.9993620726445578,1.0,12.230695083829751,0.9999999987045767
0.0,251,2Hz,Semantic proxy,2,2.0,4.0,0.0002803069732062486,0.00027962447936138166,1.721048283311326e-05,0.06154127355282146,0.9999872153897729,1.0,13.32869485540318,0.9999999879334853
0.0,251,2Hz,Episodic proxy,2,2.0,4.0,0.0005541110403621806,0.0005528489551045964,3.402432675494554e-05,0.06154127355282148,0.9999881687433637,1.0,12.233008463723712,0.9999999987045767
0.0,251,2Hz,Semantic proxy,3,4.0,6.0,0.0002803098200402171,0.0002796274096970908,1.7210663612573367e-05,0.06154127364092084,0.9999885303110768,1.0,13.33155411566656,0.9999999879334853
0.0,251,2Hz,Episodic proxy,3,4.0,6.0,0.0005541139857298626,0.0005528519514845101,3.4024510662075314e-05,0.06154127364092085,0.9999886501488745,1.0,12.233784916464204,0.9999999987045767
0.0,251,2Hz,Semantic proxy,4,6.0,8.0,0.0002803093642719943,0.0002796269705448532,1.7210636491905893e-05,0.06154127361089665,0.9999885678516625,1.0,13.33127473748445,0.9999999879334853
0.0,251,2Hz,Episodic proxy,4,6.0,8.0,0.0005541133073107929,0.0005528512717532417,3.402446879403001e-05,0.06154127361089665,0.9999886449257807,1.0,12.23378852497871,0.9999999987045767
0.0,251,2Hz,Semantic proxy,5,8.0,10.0,0.0002803093770720321,0.00027962698241330245,1.7210637218146643e-05,0.06154127360959424,0.9999885687971699,1.0,13.331291709594542,0.9999999879334853
0.0,251,2Hz,Episodic proxy,5,8.0,10.0,0.0005541132988131401,0.0005528512621426448,3.402446819744976e-05,0.06154127360959424,0.9999886453282487,1.0,12.233798327190959,0.9999999987045767
0.0,251,5Hz,Semantic proxy,1,0.0,2.0,0.0003880169408305078,0.00038703218359765476,3.177454820934349e-05,0.08208611554381434,0.9979544319252596,1.0,30.667828465353775,0.9999999680521205
0.0,251,5Hz,Episodic proxy,1,0.0,2.0,0.0007577849647446057,0.0007562994607359942,6.208438357283e-05,0.08208611554381434,0.998729382271507,1.0,27.75500580317304,0.9999999809887071
0.0,251,5Hz,Semantic proxy,2,2.0,4.0,0.0003877804496597998,0.000386958810003071,3.1768520756138107e-05,0.08208608902814771,0.9986532093849281,1.0,30.716119228173802,0.9999999680521205
0.0,251,5Hz,Episodic proxy,2,2.0,4.0,0.0007576486672903652,0.0007562569708672428,6.208087412310872e-05,0.08208608902814771,0.9989674795984275,1.0,27.783014078303868,0.9999999809887071
0.0,251,5Hz,Semantic proxy,3,4.0,6.0,0.0003877875324479325,0.00038696803281594073,3.176927914554928e-05,0.08208608958335309,0.9986674840514614,1.0,30.716798045886843,0.9999999680521205
0.0,251,5Hz,Episodic proxy,3,4.0,6.0,0.0007576549038627395,0.0007562648346330794,6.20815195101307e-05,0.08208608958335309,0.9989711304726695,1.0,27.78305815391842,0.9999999809887071
0.0,251,5Hz,Semantic proxy,4,6.0,8.0,0.00038778719503317565,0.0003869675657635904,3.176924057783623e-05,0.08208608956218083,0.9986654264973898,1.0,30.716791514391108,0.9999999680521205
0.0,251,5Hz,Episodic proxy,4,6.0,8.0,0.0007576549357558751,0.000756264833997418,6.208151963181042e-05,0.08208608956218083,0.9989711166405338,1.0,27.783086873251438,0.9999999809887071
0.0,251,5Hz,Semantic proxy,5,8.0,10.0,0.00038778719503033894,0.0003869675657603101,3.176924057756396e-05,0.0820860895621805,0.9986654264932849,1.0,30.716791512967955,0.9999999680521205
0.0,251,5Hz,Episodic proxy,5,8.0,10.0,0.0007576549357558999,0.000756264833997463,6.208151963181408e-05,0.0820860895621805,0.9989711166405338,1.0,27.78308687327767,0.9999999809887071
0.0,281,2Hz,Semantic proxy,1,0.0,2.0,0.0002807623341336709,0.00027973279270995213,1.7217153624217586e-05,0.061541280904492485,0.9980033857411973,1.0,13.346356876208777,0.9999999873540084
0.0,281,2Hz,Episodic proxy,1,0.0,2.0,0.0005544239593989572,0.000552966317800987,3.4031553930583504e-05,0.061541280904492485,0.999360576537697,1.0,12.230329035180501,0.9999999987148487
0.0,281,2Hz,Semantic proxy,2,2.0,4.0,0.0002803070983296822,0.0002796245959747702,1.721049005260293e-05,0.06154127354086869,0.999987236383965,1.0,13.328908482417898,0.9999999873540084
0.0,281,2Hz,Episodic proxy,2,2.0,4.0,0.0005541110856515837,0.0005528489852090612,3.402432859889092e-05,0.06154127354086869,0.9999881644203789,1.0,12.233117224552318,0.9999999987148487
0.0,281,2Hz,Semantic proxy,3,4.0,6.0,0.00028030980899183334,0.000279627400356885,1.7210663040995903e-05,0.06154127364395341,0.9999885311514477,1.0,13.331519593883003,0.9999999873540084
0.0,281,2Hz,Episodic proxy,3,4.0,6.0,0.0005541140071117085,0.0005528519743821461,3.402451207980484e-05,0.06154127364395341,0.9999886489378318,1.0,12.233771989145746,0.9999999987148487
0.0,281,2Hz,Semantic proxy,4,6.0,8.0,0.000280309349345184,0.0002796269564440051,1.7210635621230294e-05,0.06154127361056956,0.999988571072633,1.0,13.331264104108993,0.9999999873540084
0.0,281,2Hz,Episodic proxy,4,6.0,8.0,0.0005541132798524911,0.0005528512449914424,3.402446714378359e-05,0.06154127361056956,0.9999886456145396,1.0,12.233784893791103,0.9999999987148487
0.0,281,2Hz,Semantic proxy,5,8.0,10.0,0.0002803093793681921,0.0002796269842072993,1.721063732597061e-05,0.06154127360894833,0.9999885688208019,1.0,13.331300938875769,0.9999999873540084
0.0,281,2Hz,Episodic proxy,5,8.0,10.0,0.0005541132951218136,0.000552851257849539,3.402446792881081e-05,0.06154127360894833,0.9999886456461095,1.0,12.233802981584398,0.9999999987148487
0.0,281,5Hz,Semantic proxy,1,0.0,2.0,0.0003880157731517679,0.00038703180766738043,3.177451758264586e-05,0.08208611540921265,0.9979565918283929,1.0,30.667879759561085,0.9999999682907441
0.0,281,5Hz,Episodic proxy,1,0.0,2.0,0.0007577838426147336,0.0007562983564786121,6.208429295245801e-05,0.08208611540921265,0.9987291162834205,1.0,27.75501869852278,0.9999999810260909
0.0,281,5Hz,Semantic proxy,2,2.0,4.0,0.000387780725996094,0.0003869591549593912,3.176854904618964e-05,0.08208608903834481,0.9986535097360004,1.0,30.716199989992294,0.9999999682907441
0.0,281,5Hz,Episodic proxy,2,2.0,4.0,0.0007576491235521328,0.0007562574964017801,6.208091725255064e-05,0.08208608903834481,0.9989676610135197,1.0,27.78305964648039,0.9999999810260909
0.0,281,5Hz,Semantic proxy,3,4.0,6.0,0.0003877874867088786,0.0003869679665581632,3.176927367518142e-05,0.0820860895780541,0.9986672967783129,1.0,30.716784788953728,0.9999999682907441
0.0,281,5Hz,Episodic proxy,3,4.0,6.0,0.0007576547922408539,0.0007562647069942018,6.208150900084702e-05,0.08208608957805412,0.9989710764119443,1.0,27.783057501542867,0.9999999810260909
0.0,281,5Hz,Semantic proxy,4,6.0,8.0,0.0003877871950304898,0.00038696756576067447,3.1769240577598235e-05,0.08208608956218026,0.9986654265084769,1.0,30.71679151397658,0.9999999682907441
0.0,281,5Hz,Episodic proxy,4,6.0,8.0,0.0007576549357557183,0.0007562648339972555,6.208151963179714e-05,0.08208608956218026,0.9989711166410197,1.0,27.783086873219833,0.9999999810260909
0.0,281,5Hz,Semantic proxy,5,8.0,10.0,0.0003877871950291955,0.00038696756575889963,3.1769240577449116e-05,0.0820860895621805,0.9986654264932849,1.0,30.71679151260639,0.9999999682907441
0.0,281,5Hz,Episodic proxy,5,8.0,10.0,0.0007576549357558474,0.0007562648339974596,6.20815196318142e-05,0.0820860895621805,0.9989711166410197,1.0,27.783086873245953,0.9999999810260909
0.0,313,2Hz,Semantic proxy,1,0.0,2.0,0.00028076062711162393,0.0002797330602229799,1.721716999028733e-05,0.06154128087807004,0.9980184170506408,1.0,13.346782872755528,0.9999999876635559
0.0,313,2Hz,Episodic proxy,1,0.0,2.0,0.0005544224653523185,0.0005529662676553552,3.403155081818208e-05,0.06154128087807004,0.999365179831091,1.0,12.230595052612875,0.9999999986602487
0.0,313,2Hz,Semantic proxy,2,2.0,4.0,0.00028030711791796677,0.0002796246158376642,1.7210491266401663e-05,0.06154127353841869,0.9999872426380865,1.0,13.328907513668753,0.9999999876635559
0.0,313,2Hz,Episodic proxy,2,2.0,4.0,0.0005541110993922457,0.0005528489978740583,3.4024329373433236e-05,0.06154127353841869,0.9999881649102889,1.0,12.233125192967325,0.9999999986602487
0.0,313,2Hz,Semantic proxy,3,4.0,6.0,0.00028030986166703256,0.0002796274538798495,1.7210666344577253e-05,0.0615412736475104,0.9999885328456647,1.0,13.331502911368396,0.9999999876635559
0.0,313,2Hz,Episodic proxy,3,4.0,6.0,0.0005541140778719934,0.0005528520458830372,3.402451649482827e-05,0.0615412736475104,0.9999886492133722,1.0,12.233765979605593,0.9999999986602487
0.0,313,2Hz,Semantic proxy,4,6.0,8.0,0.00028030936427541654,0.0002796269705483367,1.721063649212713e-05,0.06154127361089634,0.9999885678507914,1.0,13.3312747389539,0.9999999876635559
0.0,313,2Hz,Episodic proxy,4,6.0,8.0,0.0005541133073107062,0.000552851271753142,3.402446879402384e-05,0.06154127361089635,0.9999886449257068,1.0,12.233788525019168,0.9999999986602487
0.0,313,2Hz,Semantic proxy,5,8.0,10.0,0.0002803093770720321,0.00027962698241330245,1.7210637218146643e-05,0.06154127360959423,0.9999885687971699,1.0,13.331291709594538,0.9999999876635559
0.0,313,2Hz,Episodic proxy,5,8.0,10.0,0.0005541132988137312,0.0005528512621432325,3.402446819748613e-05,0.06154127360959423,0.9999886453282487,1.0,12.233798327204774,0.9999999986602487
0.0,313,5Hz,Semantic proxy,1,0.0,2.0,0.0003880151809206277,0.0003870326401966109,3.177458579178735e-05,0.08208611542039973,0.997962296665402,1.0,30.66817593280132,0.9999999687775448
0.0,313,5Hz,Episodic proxy,1,0.0,2.0,0.0007577838768667297,0.0007562993588565683,6.20843751000914e-05,0.08208611542039973,0.9987315669089734,1.0,27.755147845239698,0.9999999812542044
0.0,313,5Hz,Semantic proxy,2,2.0,4.0,0.0003877806367487433,0.00038695906219187554,3.176854147952342e-05,0.08208608903340811,0.9986534513099293,1.0,30.71621797246677,0.9999999687775448
0.0,313,5Hz,Episodic proxy,2,2.0,4.0,0.0007576491106722987,0.000756257485484668,6.208091637772587e-05,0.08208608903340811,0.9989676769926551,1.0,27.783067398915247,0.9999999812542044
0.0,313,5Hz,Semantic proxy,3,4.0,6.0,0.0003877874492609782,0.000386967922217148,3.1769270014141756e-05,0.08208608957130442,0.9986672277390237,1.0,30.716784151063376,0.9999999687775448
0.0,313,5Hz,Episodic proxy,3,4.0,6.0,0.0007576547032110128,0.0007562646124677022,6.208150120550157e-05,0.08208608957130442,0.998971055976774,1.0,27.78306155409549,0.9999999812542044
0.0,313,5Hz,Semantic proxy,4,6.0,8.0,0.0003877871950307488,0.00038696756576077725,3.176924057760459e-05,0.08208608956218075,0.9986654265012626,1.0,30.716791512026365,0.9999999687775448
0.0,313,5Hz,Episodic proxy,4,6.0,8.0,0.0007576549357559578,0.000756264833997469,6.208151963181497e-05,0.08208608956218078,0.9989711166410197,1.0,27.78308687324183,0.9999999812542044
0.0,313,5Hz,Semantic proxy,5,8.0,10.0,0.0003877871950305022,0.0003869675657601957,3.176924057755374e-05,0.08208608956218057,0.9986654264932849,1.0,30.71679151259545,0.9999999687775448
0.0,313,5Hz,Episodic proxy,5,8.0,10.0,0.0007576549357561382,0.0007562648339977062,6.20815196318343e-05,0.08208608956218058,0.9989711166410197,1.0,27.783086873248976,0.9999999812542044
0.0,347,2Hz,Semantic proxy,1,0.0,2.0,0.0002807597412774006,0.0002797331755056062,1.7217177354409534e-05,0.06154128086664712,0.9980234243760719,1.0,13.347270465332953,0.9999999880072734
0.0,347,2Hz,Episodic proxy,1,0.0,2.0,0.000554422234496156,0.0005529663133149805,3.403155369342398e-05,0.06154128086664712,0.9993661847071965,1.0,12.230808312263962,0.999999998743762
0.0,347,2Hz,Semantic proxy,2,2.0,4.0,0.00028030711021870275,0.0002796245962055242,1.7210490089252316e-05,0.061541273532274836,0.999987208871132,1.0,13.329035425520399,0.9999999880072734
0.0,347,2Hz,Episodic proxy,2,2.0,4.0,0.0005541111434599582,0.0005528490260723143,3.40243311441297e-05,0.06154127353227483,0.9999881456289884,1.0,12.233200489002204,0.999999998743762
0.0,347,2Hz,Semantic proxy,3,4.0,6.0,0.0002803097952979333,0.0002796273863077385,1.721066217326054e-05,0.061541273641575606,0.999988529140452,1.0,13.331522199118037,0.9999999880072734
0.0,347,2Hz,Episodic proxy,3,4.0,6.0,0.0005541139578828033,0.0005528519252547264,3.402450904514688e-05,0.06154127364157562,0.9999886493646711,1.0,12.233772539169673,0.999999998743762
0.0,347,2Hz,Semantic proxy,4,6.0,8.0,0.0002803093493487073,0.00027962695644742153,1.7210635621439034e-05,0.061541273610569686,0.9999885710739329,1.0,13.331264106077322,0.9999999880072734
0.0,347,2Hz,Episodic proxy,4,6.0,8.0,0.0005541132798522903,0.00055285124499125,3.402446714377216e-05,0.061541273610569686,0.9999886456146259,1.0,12.233784893780683,0.999999998743762
0.0,347,2Hz,Semantic proxy,5,8.0,10.0,0.00028030937936816667,0.0002796269842072715,1.7210637325968926e-05,0.06154127360894835,0.9999885688208019,1.0,13.33130093889263,0.9999999880072734
0.0,347,2Hz,Episodic proxy,5,8.0,10.0,0.0005541132951220188,0.0005528512578497541,3.4024467928824043e-05,0.06154127360894836,0.9999886456461095,1.0,12.233802981517815,0.999999998743762
0.0,347,5Hz,Semantic proxy,1,0.0,2.0,0.00038801537476441337,0.0003870320039999611,3.1774534309431915e-05,0.08208611530595,0.9979593318614393,1.0,30.667663343060504,0.9999999678404349
0.0,347,5Hz,Episodic proxy,1,0.0,2.0,0.0007577835622298716,0.0007562987792445059,6.208432801045805e-05,0.08208611530595,0.9987312546081955,1.0,27.754909357109526,0.9999999808234821
0.0,347,5Hz,Semantic proxy,2,2.0,4.0,0.0003877808646625088,0.0003869593423349601,3.1768564464261666e-05,0.08208608902958676,0.9986536011753432,1.0,30.71631907045509,0.9999999678404349
0.0,347,5Hz,Episodic proxy,2,2.0,4.0,0.0007576494696045592,0.0007562579012569229,6.208095046379337e-05,0.08208608902958676,0.9989678467220939,1.0,27.783122277605194,0.9999999808234821
0.0,347,5Hz,Semantic proxy,3,4.0,6.0,0.00038778749517481717,0.00038696797906228654,3.1769274711709645e-05,0.08208608958252273,0.9986673393246225,1.0,30.716782957182648,0.9999999678404349
0.0,347,5Hz,Episodic proxy,3,4.0,6.0,0.0007576548484430775,0.0007562647653645366,6.208151381876387e-05,0.08208608958252274,0.9989710851920192,1.0,27.783053673238793,0.9999999808234821
0.0,347,5Hz,Semantic proxy,4,6.0,8.0,0.00038778719503272993,0.00038696756576297276,3.17692405777878e-05,0.08208608956218089,0.9986654265058121,1.0,30.71679151470074,0.9999999678404349
0.0,347,5Hz,Episodic proxy,4,6.0,8.0,0.000757654935755404,0.0007562648339969377,6.208151963177116e-05,0.08208608956218089,0.9989711166405338,1.0,27.78308687325569,0.9999999808234821
0.0,347,5Hz,Semantic proxy,5,8.0,10.0,0.00038778719502953647,0.0003869675657592385,3.176924057747748e-05,0.0820860895621805,0.9986654264932849,1.0,30.71679151309435,0.9999999678404349
0.0,347,5Hz,Episodic proxy,5,8.0,10.0,0.0007576549357556025,0.000756264833997203,6.208151963179292e-05,0.0820860895621805,0.9989711166405338,1.0,27.783086873268655,0.9999999808234821
0.0,383,2Hz,Semantic proxy,1,0.0,2.0,0.00028075716306543954,0.0002797331348083449,1.7217174976337396e-05,0.06154128091203383,0.9980364470781852,1.0,13.347190987652601,0.9999999881504879
0.0,383,2Hz,Episodic proxy,1,0.0,2.0,0.0005544210120185854,0.0005529664602893819,3.403156301881403e-05,0.06154128091203383,0.9993701274075121,1.0,12.230692974635092,0.9999999986890863
0.0,383,2Hz,Semantic proxy,2,2.0,4.0,0.0002803072194201591,0.00027962470460180314,1.7210496776141636e-05,0.06154127353042803,0.9999872324136755,1.0,13.329108363022504,0.9999999881504879
0.0,383,2Hz,Episodic proxy,2,2.0,4.0,0.0005541112195655924,0.000552849096497055,3.402433547890294e-05,0.061541273530428015,0.999988147374203,1.0,12.233249692697179,0.9999999986890863
0.0,383,2Hz,Semantic proxy,3,4.0,6.0,0.0002803094405503678,0.00027962704041989444,1.721064079306996e-05,0.06154127361922285,0.9999885573701469,1.0,13.331402154526055,0.9999999881504879
0.0,383,2Hz,Episodic proxy,3,4.0,6.0,0.0005541134253884844,0.0005528513953337438,3.402447637348581e-05,0.06154127361922285,0.9999886500359008,1.0,12.233759154348334,0.9999999986890863
0.0,383,2Hz,Semantic proxy,4,6.0,8.0,0.00028030934935045353,0.0002796269564493051,1.7210635621561098e-05,0.06154127361056956,0.9999885710733611,1.0,13.33126410363082,0.9999999881504879
0.0,383,2Hz,Episodic proxy,4,6.0,8.0,0.0005541132798526244,0.0005528512449915692,3.402446714379142e-05,0.061541273610569554,0.9999886456146259,1.0,12.233784893898992,0.9999999986890863
0.0,383,2Hz,Semantic proxy,5,8.0,10.0,0.0002803093793681921,0.0002796269842072993,1.721063732597061e-05,0.061541273608948344,0.9999885688208019,1.0,13.331300938875772,0.9999999881504879
0.0,383,2Hz,Episodic proxy,5,8.0,10.0,0.0005541132951215119,0.0005528512578492419,3.402446792879269e-05,0.06154127360894836,0.9999886456461095,1.0,12.233802981567884,0.9999999986890863
0.0,383,5Hz,Semantic proxy,1,0.0,2.0,0.0003880146307385578,0.00038703175710063194,3.177451425463712e-05,0.08208611526324731,0.99796157169101,1.0,30.667661428633178,0.999999967823445
0.0,383,5Hz,Episodic proxy,1,0.0,2.0,0.0007577826318342924,0.0007562978070151816,6.208424816241494e-05,0.08208611526324731,0.9987307536634887,1.0,27.75493804738109,0.9999999809173524
0.0,383,5Hz,Semantic proxy,2,2.0,4.0,0.00038778087466567794,0.00038695936288992675,3.1768566150468274e-05,0.08208608903281595,0.9986535941948971,1.0,30.716320980833313,0.999999967823445
0.0,383,5Hz,Episodic proxy,2,2.0,4.0,0.0007576495484110411,0.0007562580054803585,6.208095902139504e-05,0.08208608903281595,0.9989679125509722,1.0,27.783127843615794,0.9999999809173524
0.0,383,5Hz,Semantic proxy,3,4.0,6.0,0.00038778760908747344,0.0003869680536132205,3.1769280896173265e-05,0.08208608958498698,0.9986666897004581,1.0,30.716778691548313,0.999999967823445
0.0,383,5Hz,Episodic proxy,3,4.0,6.0,0.0007576549222876393,0.0007562648255760285,6.208151880608334e-05,0.08208608958498698,0.9989710639270838,1.0,27.783056541001578,0.9999999809173524
0.0,383,5Hz,Semantic proxy,4,6.0,8.0,0.00038778719502826275,0.000386967565757962,3.1769240577369644e-05,0.0820860895621803,0.998665426482339,1.0,30.71679151101797,0.999999967823445
0.0,383,5Hz,Episodic proxy,4,6.0,8.0,0.0007576549357538731,0.000756264833995319,6.208151963163734e-05,0.0820860895621803,0.9989711166411219,1.0,27.783086873162407,0.9999999809173524
0.0,383,5Hz,Semantic proxy,5,8.0,10.0,0.00038778719502974795,0.00038696756575961347,3.176924057750412e-05,0.08208608956218036,0.9986654264932849,1.0,30.716791512218904,0.999999967823445
0.0,383,5Hz,Episodic proxy,5,8.0,10.0,0.0007576549357546928,0.000756264833996258,6.208151963171449e-05,0.08208608956218036,0.9989711166410302,1.0,27.783086873233373,0.9999999809173524
0.0,421,2Hz,Semantic proxy,1,0.0,2.0,0.0002807635659731756,0.00027973265308046377,1.721714512590621e-05,0.06154128081801974,0.9980011442310832,1.0,13.347351640176923,0.9999999880978081
0.0,421,2Hz,Episodic proxy,1,0.0,2.0,0.0005544246615390335,0.000552966626968246,3.403157292611989e-05,0.06154128081801974,0.9993595952399321,1.0,12.230889288004468,0.999999998767883
0.0,421,2Hz,Semantic proxy,2,2.0,4.0,0.00028030710957094155,0.00027962461773355053,1.7210491366737913e-05,0.061541273556657755,0.9999872339011968,1.0,13.328709871704099,0.9999999880978081
0.0,421,2Hz,Episodic proxy,2,2.0,4.0,0.000554111122611296,0.0005528490395923081,3.4024331968553366e-05,0.061541273556657755,0.9999881729446428,1.0,12.233001886054456,0.999999998767883
0.0,421,2Hz,Semantic proxy,3,4.0,6.0,0.0002803094566381547,0.0002796270574635929,1.721064184486696e-05,0.06154127361682678,0.9999885631376992,1.0,13.331397013820112,0.9999999880978081
0.0,421,2Hz,Episodic proxy,3,4.0,6.0,0.0005541133999856137,0.0005528513692843189,3.402447476130072e-05,0.06154127361682678,0.99998864931227,1.0,12.233762551056207,0.999999998767883
0.0,421,2Hz,Semantic proxy,4,6.0,8.0,0.00028030934934814364,0.00027962695644701425,1.7210635621417024e-05,0.06154127361056949,0.9999885710733611,1.0,13.331264100820455,0.9999999880978081
