severity,seed,probe,network,segment,segment_start_s,segment_end_s,broadband_transfer,frequency_locked_transfer,broadband_first_half,broadband_second_half,broadband_split_abs_log2,fc_first_half_z,fc_second_half_z,fc_split_abs_z
0.0,11,5Hz,Episodic proxy,3,4.0,6.0,0.0007576547458384,0.0007562646654253,0.0007568155345562,0.000756769331148,8.807887742245967e-05,1.39599591681427,1.3958050193242515,0.0001908974900182
0.0,11,5Hz,Episodic proxy,4,6.0,8.0,0.0007576549357558,0.0007562648339973,0.0007568155345562,0.000756769331148,8.807887742245967e-05,1.39599591681427,1.3958050193242515,0.0001908974900182
0.0,11,5Hz,Episodic proxy,5,8.0,10.0,0.0007576549357558,0.0007562648339974,0.0007568155345562,0.000756769331148,8.807887742245967e-05,1.39599591681427,1.3958050193242515,0.0001908974900182
0.0,23,2Hz,Semantic proxy,1,0.0,2.0,0.0002807602439992,0.0002797327722298,0.0002798943485211,0.0002797197677291,0.0009001447380844,2.138386073173616,2.1519201539590527,0.0135340807854364
0.0,23,2Hz,Semantic proxy,2,2.0,4.0,0.0002803071590305,0.0002796246453208,0.0002798943485211,0.0002797197677291,0.0009001447380844,2.138386073173616,2.1519201539590527,0.0135340807854364
0.0,23,2Hz,Semantic proxy,3,4.0,6.0,0.0002803096526732,0.0002796272450597,0.0002798943485211,0.0002797197677291,0.0009001447380844,2.138386073173616,2.1519201539590527,0.0135340807854364
0.0,23,2Hz,Semantic proxy,4,6.0,8.0,0.0002803093493462,0.000279626956445,0.0002798943485211,0.0002797197677291,0.0009001447380844,2.138386073173616,2.1519201539590527,0.0135340807854364
0.0,23,2Hz,Semantic proxy,5,8.0,10.0,0.0002803093793681,0.0002796269842072,0.0002798943485211,0.0002797197677291,0.0009001447380844,2.138386073173616,2.1519201539590527,0.0135340807854364
0.0,23,2Hz,Episodic proxy,1,0.0,2.0,0.000554422407745,0.0005529662477618,0.0005531380313425,0.0005530216397313,0.0003036046337898,2.2273617109530317,2.230485684411338,0.0031239734583063
0.0,23,2Hz,Episodic proxy,2,2.0,4.0,0.0005541110877878,0.0005528489721031,0.0005531380313425,0.0005530216397313,0.0003036046337898,2.2273617109530317,2.230485684411338,0.0031239734583063
0.0,23,2Hz,Episodic proxy,3,4.0,6.0,0.0005541136247554,0.0005528515924092,0.0005531380313425,0.0005530216397313,0.0003036046337898,2.2273617109530317,2.230485684411338,0.0031239734583063
0.0,23,2Hz,Episodic proxy,4,6.0,8.0,0.0005541132798525,0.0005528512449915,0.0005531380313425,0.0005530216397313,0.0003036046337898,2.2273617109530317,2.230485684411338,0.0031239734583063
0.0,23,2Hz,Episodic proxy,5,8.0,10.0,0.0005541132951215,0.0005528512578492,0.0005531380313425,0.0005530216397313,0.0003036046337898,2.2273617109530317,2.230485684411338,0.0031239734583063
0.0,23,5Hz,Semantic proxy,1,0.0,2.0,0.0003880147291387,0.0003870308734674,0.0003873910713506,0.0003873045323598,0.0003223185280942,1.2988877828905847,1.2990268455729788,0.000139062682394
0.0,23,5Hz,Semantic proxy,2,2.0,4.0,0.0003877807626352,0.0003869592115756,0.0003873910713506,0.0003873045323598,0.0003223185280942,1.2988877828905847,1.2990268455729788,0.000139062682394
0.0,23,5Hz,Semantic proxy,3,4.0,6.0,0.0003877876291553,0.0003869681137481,0.0003873910713506,0.0003873045323598,0.0003223185280942,1.2988877828905847,1.2990268455729788,0.000139062682394
0.0,23,5Hz,Semantic proxy,4,6.0,8.0,0.0003877871950296,0.0003869675657596,0.0003873910713506,0.0003873045323598,0.0003223185280942,1.2988877828905847,1.2990268455729788,0.000139062682394
0.0,23,5Hz,Semantic proxy,5,8.0,10.0,0.0003877871950295,0.0003869675657592,0.0003873910713506,0.0003873045323598,0.0003223185280942,1.2988877828905847,1.2990268455729788,0.000139062682394
0.0,23,5Hz,Episodic proxy,1,0.0,2.0,0.0007577823647123,0.0007562970570328,0.0007568150007495,0.0007567693318197,8.706001652259691e-05,1.3960002760014314,1.395805018275163,0.0001952577262684
0.0,23,5Hz,Episodic proxy,2,2.0,4.0,0.0007576492868542,0.0007562576935455,0.0007568150007495,0.0007567693318197,8.706001652259691e-05,1.3960002760014314,1.395805018275163,0.0001952577262684
0.0,23,5Hz,Episodic proxy,3,4.0,6.0,0.0007576550654505,0.0007562649906625,0.0007568150007495,0.0007567693318197,8.706001652259691e-05,1.3960002760014314,1.395805018275163,0.0001952577262684
0.0,23,5Hz,Episodic proxy,4,6.0,8.0,0.0007576549357555,0.0007562648339971,0.0007568150007495,0.0007567693318197,8.706001652259691e-05,1.3960002760014314,1.395805018275163,0.0001952577262684
0.0,23,5Hz,Episodic proxy,5,8.0,10.0,0.0007576549357558,0.0007562648339974,0.0007568150007495,0.0007567693318197,8.706001652259691e-05,1.3960002760014314,1.395805018275163,0.0001952577262684
1.0,11,2Hz,Semantic proxy,1,0.0,2.0,0.1211043304895933,0.0055145311514516,0.1734260357452781,0.3443844533489941,0.9896995154316052,0.0227770787494424,0.0140928631960168,0.0086842155534255
