seed,probe,network,region_index,region_label,hemisphere,baseline_fc_z,evoked_fc_z,fc_change_z,fc_loss_z,baseline_phase_lag_rad,phase_lag_to_ipsilateral_a1_rad,phase_shift_rad,absolute_phase_shift_degrees,phase_interpretable,fit_r_squared,snr_db,phase_consistency,b_reduction,bilateral_a1_affinity,weighted_structural_strength
313,5Hz,Episodic proxy,246,R_8Av,R,1.3915530721153435,0.0130437513268283,-1.3785093207885153,1.3785093207885153,0.4865563585707968,-0.5669140703433717,-1.0534704289141685,60.35940941861846,True,0.0002915510890073,6.270339566111458,0.2172043550330316,0.0112570336939156,0.0014871005394884,0.5369301212659605
313,5Hz,Episodic proxy,270,R_11l,R,1.3859627838572406,0.1035837160939042,-1.2823790677633364,1.2823790677633364,0.4894510756238728,-0.8894730678064375,-1.3789241434303103,79.00653368724896,True,0.0279055961317875,3.620478874760925,0.4371302830656364,0.0478182963482998,0.0007513848313716,0.3931343964798985
313,5Hz,Episodic proxy,324,R_IP1,R,1.368635011005367,0.0119841416268002,-1.3566508693785668,1.3566508693785668,0.4974679539700454,-0.9307340163177308,-1.4282019702877762,81.82994518975818,True,0.0002778296099663,4.658116080054015,0.2605884335662468,0.01646842387295,0.0018546916212339,0.4724946973560233
313,5Hz,Episodic proxy,340,R_31pd,R,1.3692756522802685,0.1359373657348415,-1.233338286545427,1.233338286545427,0.4973762736145091,-0.8396016800897695,-1.3369779537042787,76.60319404929234,True,0.0447606533075485,11.2981834454708,0.6569591560560787,0.0499978310577967,0.001736122572907,0.3776903005063087
313,5Hz,Episodic proxy,341,R_31a,R,1.3630575307373107,0.0078824266346552,-1.3551751041026556,1.3551751041026556,0.5003553636838778,-0.3983717485894544,-0.8987271122733322,51.49327046724203,True,0.0001728077137168,4.17249326708465,0.2234577053630945,0.0160841438210346,0.0018033207608999,0.3734859715861498
347,2Hz,Episodic proxy,31,L_23d,L,2.2046837656434564,0.0113958362138161,-2.19328792942964,2.19328792942964,0.2190791519516148,0.5045952875031616,0.28551613555154687,16.358869549988754,True,0.000639943004535,10.96318285838224,0.3513750024990254,0.004511444010534,0.0016362703771604,0.3738187730208542
347,2Hz,Episodic proxy,32,L_v23ab,L,2.229277577903702,0.011457938996372,-2.21781963890733,2.21781963890733,0.2139454812938271,0.4847533758294017,0.27080789453557463,15.516149415712336,True,0.0009244477155827,9.616512368372891,0.2865406414792154,0.0081594664531512,0.0019809728303667,0.3711551027487709
347,2Hz,Episodic proxy,160,L_31pd,L,2.242834750059378,0.0250720068076417,-2.217762743251736,2.217762743251736,0.2110325338656444,0.3339960274029855,0.12296349353734108,7.045289213873818,True,0.0014382442779444,11.430780573869054,0.3566170399333063,0.0025615781019833,0.0023284787420079,0.4536094020251976
347,2Hz,Episodic proxy,161,L_31a,L,2.1897687806389734,0.0142958456491601,-2.175472934989813,2.175472934989813,0.2222016535511535,0.3609387700644731,0.1387371165133196,7.949051238027972,True,0.000766294056858,11.553114325420012,0.3488683791753659,0.0006294852192031,0.001943567452346,0.386535473417285
347,2Hz,Episodic proxy,206,R_PCV,R,2.2764391365124585,0.018951766375617,-2.2574873701368414,2.2574873701368414,0.2041838238436971,0.4501059174831644,0.24592209363946732,14.090298054562505,True,0.0010394656250096,10.81617188531994,0.3226293293725648,0.0085119708650266,0.0028979201343503,0.4978772669561057
347,2Hz,Episodic proxy,209,R_7m,R,2.2746653920167863,0.0356699998010358,-2.2389953922157506,2.2389953922157506,0.2045146618908243,0.3082338703055277,0.10371920841470339,5.942672896600278,True,0.0019967820081453,11.8292061790704,0.3972980788029995,0.0016982948598265,0.0034081023972522,0.5125167675972011
347,2Hz,Episodic proxy,211,R_23d,R,2.2151989401023964,0.0209010623895695,-2.194297877712827,2.194297877712827,0.2168118803035557,0.4219364177230469,0.2051245374194912,11.752770268710172,True,0.0008753400959609,8.906451543779447,0.3999707009908916,0.002834890537027,0.0017838145144034,0.3914447895793526
347,2Hz,Episodic proxy,212,R_v23ab,R,2.2574580232468766,0.0600831990043238,-2.197374824242553,2.197374824242553,0.2081887820629057,0.2877675486409387,0.07957876657803298,4.559527463778022,True,0.0048063715315217,15.04612442200996,0.4750298007167501,0.0021667982828749,0.0029513768645444,0.3434514254393402
347,2Hz,Episodic proxy,214,R_31pv,R,2.225379231327196,0.0293976365286926,-2.195981594798503,2.195981594798503,0.2147602011367344,0.3623604827926262,0.1476002816558918,8.456873193824826,True,0.0016191498154849,10.117760726384905,0.3389485866668749,0.0023325616679709,0.0020261682262484,0.3639335926169346
