severity,probe,network,signal,frequency_hz,median_power,minimum_power,maximum_power,numerical_initializations,log10_median_power,severity_label,series
0.0,2Hz,Episodic proxy,Control,2.3000000000000003,3.2292784708924956e-13,2.436456449959417e-13,4.32214764168604e-13,20,-12.490894502781728,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,2.4000000000000004,3.267724058855931e-13,2.4739506849419906e-13,4.362523492301919e-13,20,-12.485754624347686,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,2.5,3.3130690108459934e-13,2.516836834979965e-13,4.4110373174782504e-13,20,-12.479769517719774,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,2.6,3.3646836758049046e-13,2.565616684868857e-13,4.4669463334230584e-13,20,-12.47305575887236,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,2.7,3.4179340156565483e-13,2.6154926286127447e-13,4.5237646604242285e-13,20,-12.466236325732563,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,2.8000000000000003,3.4778368332665527e-13,2.6723854854936376e-13,4.589163046576758e-13,20,-12.45869079728277,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,2.9000000000000004,3.5393596886946494e-13,2.7305097419744527e-13,4.655268560013175e-13,20,-12.451075299787597,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,3.0,3.603099895535293e-13,2.790880821441808e-13,4.723586163647466e-13,20,-12.443323696945338,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,3.1,3.6679635867807245e-13,2.8529966428371837e-13,4.793022062173832e-13,20,-12.435574984381159,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,3.2,3.733538926409048e-13,2.9155598089830236e-13,4.862953159186096e-13,20,-12.427879316295945,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,3.3000000000000003,3.8099442269904097e-13,2.9885452320432283e-13,4.945914052294308e-13,20,-12.419081381827686,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,3.4000000000000004,3.8937322803686385e-13,3.0678559906325626e-13,5.036227944369935e-13,20,-12.409633912383434,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,3.5,3.9843747992391954e-13,3.1539481234975124e-13,5.134509085951818e-13,20,-12.39963981543274,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,3.6,4.0779314765107153e-13,3.2433336044861845e-13,5.234938167661794e-13,20,-12.389560076160455,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,3.7,4.165260343371384e-13,3.327325454485473e-13,5.327574374705843e-13,20,-12.38035784848144,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,3.8000000000000003,4.249808865695349e-13,3.410155106944485e-13,5.417825434908853e-13,20,-12.371630601818024,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,3.9000000000000004,4.330838781064941e-13,3.4895868043511845e-13,5.503063065960426e-13,20,-12.363427982928451,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,4.0,4.4180515315884927e-13,3.5750604235123213e-13,5.596214496954994e-13,20,-12.354769222879701,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,4.1000000000000005,4.5197305494749345e-13,3.673842141269828e-13,5.705336449445812e-13,20,-12.344887455534701,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,4.2,4.633652104496872e-13,3.782706305701463e-13,5.827588990345806e-13,20,-12.334076576236384,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,4.3,4.762415452287191e-13,3.9057993933015316e-13,5.966985451299831e-13,20,-12.322172721328096,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,4.4,4.897338096246757e-13,4.0348195815322943e-13,6.112046682791665e-13,20,-12.310039912672458,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,4.5,5.037610223655502e-13,4.168961696801895e-13,6.262947126135984e-13,20,-12.297775438319487,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,4.6000000000000005,5.18030730360018e-13,4.3063790559312764e-13,6.415406061178358e-13,20,-12.28564447649044,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,4.7,5.317288247842998e-13,4.439120835060544e-13,6.560557221185609e-13,20,-12.274309796135986,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,4.800000000000001,5.456880022607954e-13,4.575057844871647e-13,6.708512114169993e-13,20,-12.26305559470359,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,4.9,5.602660650867001e-13,4.717013034772161e-13,6.862862744859523e-13,20,-12.25160568164078,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,5.0,5.768889456033797e-13,4.877212814729987e-13,7.040873644718933e-13,20,-12.238907782951115,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,5.1000000000000005,5.960391311083432e-13,5.060861227194272e-13,7.245895725320458e-13,20,-12.224725227060848,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,5.2,6.165564749641282e-13,5.258401317392437e-13,7.464630239317717e-13,20,-12.210027137005056,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,5.300000000000001,6.382761984285874e-13,5.469401280504656e-13,7.695175892591849e-13,20,-12.19499135028092,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,5.4,6.598486251730119e-13,5.681287936467393e-13,7.921322438270077e-13,20,-12.180555683840376,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,5.5,6.814454765384241e-13,5.893668393296491e-13,8.147624753740788e-13,20,-12.166568886983786,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,5.6000000000000005,7.035760813267366e-13,6.110178083684716e-13,8.380357049353237e-13,20,-12.152688933177597,0.0,Control · Episodic proxy
0.0,2Hz,Episodic proxy,Control,5.7,7.263593319125829e-13,6.331793476527223e-13,8.620748279365912e-13,20,-12.138848479493003,0.0,Control · Episodic proxy
