severity,probe,network,signal,frequency_hz,median_power,minimum_power,maximum_power,numerical_initializations,log10_median_power,severity_label,series
0.0,5Hz,Semantic proxy,Evoked,7.5,4.811639812270724e-12,4.810689281411461e-12,4.813312577437883e-12,20,-11.3177068903509,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,7.6000000000000005,4.47620741780327e-12,4.474197255518306e-12,4.477877869979213e-12,20,-11.349089797407247,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,7.7,4.181906711447541e-12,4.1797121003821225e-12,4.183969301050152e-12,20,-11.378625659503868,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,7.800000000000001,3.918761113049908e-12,3.916187943487591e-12,3.920387039075125e-12,20,-11.406851210225998,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,7.9,3.681302637340701e-12,3.67831864584106e-12,3.683963053892401e-12,20,-11.433998478037061,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,8.0,3.470597224982201e-12,3.4680852556482034e-12,3.474909433806722e-12,20,-11.459595784806693,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,8.1,3.2791594193556087e-12,3.2773575458358378e-12,3.282081535721449e-12,20,-11.484237469191122,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,8.200000000000001,3.1126840347883427e-12,3.1110209801378053e-12,3.1139735514933303e-12,20,-11.506864961846327,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,8.3,2.9674336243551587e-12,2.965247789859885e-12,2.9697047824507717e-12,20,-11.527618986576803,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,8.4,2.8394772233482467e-12,2.8369434330737543e-12,2.8421489123440306e-12,20,-11.546761610626884,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,8.5,2.727733019946246e-12,2.7256277906819145e-12,2.7308557263134484e-12,20,-11.564198139014902,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,8.6,2.6242214640550074e-12,2.622968824418837e-12,2.6264726481297092e-12,20,-11.580999516644523,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,8.700000000000001,2.5383839987577696e-12,2.5368676559863123e-12,2.5414679968151746e-12,20,-11.595442678566448,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,8.8,2.4655158053463383e-12,2.4632299978351122e-12,2.4675388113754006e-12,20,-11.60809220905144,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,8.9,2.3996353394710787e-12,2.398120674173964e-12,2.4012745236506977e-12,20,-11.619854750825152,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,9.0,2.3455485253349845e-12,2.3438726725538263e-12,2.3480744535882524e-12,20,-11.629755577823529,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,9.1,2.2987969325793296e-12,2.297139728036267e-12,2.301063485452682e-12,20,-11.63849939104276,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,9.200000000000001,2.27251701394383e-12,2.270760612041682e-12,2.2749689959750443e-12,20,-11.64349285660577,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,9.3,2.2694926484164513e-12,2.2674482647778266e-12,2.27160433299344e-12,20,-11.644071219732034,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,9.4,2.2934324171995172e-12,2.2911453521065242e-12,2.2969838733989556e-12,20,-11.639514053120736,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,9.5,2.4223874222570173e-12,2.417826764170665e-12,2.4275311256093164e-12,20,-11.615756397157957,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,9.600000000000001,3.1993755209856794e-12,3.1929611239518798e-12,3.2082713146131253e-12,20,-11.494934782385245,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,9.700000000000001,3.938240900429202e-11,3.936958696686496e-11,3.9426122308963175e-11,20,-10.404697721786729,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,9.8,3.837200249612094e-10,3.8368167701279883e-10,3.8375864076065933e-10,20,-9.415985535950956,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,9.9,3.793433206391134e-10,3.7931258198209103e-10,3.7938344619231905e-10,20,-9.42096755845668,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,10.0,3.6772350219167886e-10,3.6769193435818946e-10,3.6776452049530676e-10,20,-9.434478612323202,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,10.100000000000001,3.521570275330432e-10,3.5212560459352827e-10,3.52189842431491e-10,20,-9.453263640543355,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,10.200000000000001,3.2632098440056647e-10,3.262957864841795e-10,3.263556552680821e-10,20,-9.486354997568723,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,10.3,5.003301537835731e-11,4.998811954411463e-11,5.006416908781627e-11,20,-10.300743322367072,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,10.4,3.3709895832950517e-12,3.353156227727593e-12,3.380287822528455e-12,20,-11.472242589491627,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,10.5,1.8334307938185635e-12,1.8189049694525882e-12,1.842710085824363e-12,20,-11.736735478629456,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,10.600000000000001,1.6228970278486567e-12,1.5992521664145342e-12,1.6348371986907253e-12,20,-11.789709035106503,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,10.700000000000001,1.6363135489493887e-12,1.6193731365570836e-12,1.6586656225153974e-12,20,-11.786133473567471,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,10.8,1.82903739018686e-12,1.8141717575864017e-12,1.8497608457723014e-12,20,-11.737777416346518,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,10.9,2.185532225006235e-12,2.1758857222600376e-12,2.199082809695242e-12,20,-11.66044278558741,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,11.0,3.1522668832983923e-12,3.0931625623468387e-12,3.195122478294198e-12,20,-11.501377020548873,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,11.100000000000001,4.8400484742159e-12,4.777108121177431e-12,4.870599029767821e-12,20,-11.315150288773138,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,11.200000000000001,6.29258081860759e-12,6.227516767104624e-12,6.355267846013339e-12,20,-11.20117119789324,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,11.3,6.931226022727507e-12,6.7556395291855034e-12,7.075428792662392e-12,20,-11.159189938864225,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,11.4,6.631368832584981e-12,6.403032002824244e-12,6.84641143227055e-12,20,-11.178396816228888,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,11.5,5.493739524394844e-12,5.288691500087946e-12,5.7165646963287236e-12,20,-11.260131935705356,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,11.600000000000001,4.170984854417597e-12,4.05550117125662e-12,4.334840779624014e-12,20,-11.379761387151245,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,11.700000000000001,3.149498215871328e-12,3.109435731987271e-12,3.245293034110412e-12,20,-11.501758633333305,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,11.8,2.3971214114523255e-12,2.3867650734559094e-12,2.444466977154476e-12,20,-11.620309968891483,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,11.9,1.848140596680257e-12,1.8376048070436967e-12,1.8690689768662823e-12,20,-11.733264993051097,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Evoked,12.0,1.4744990402005097e-12,1.4637911342891692e-12,1.4899405289217714e-12,20,-11.831355505808526,0.0,Evoked · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,0.5,3.2856861404633876e-12,3.160800409450705e-12,3.4370677920717464e-12,20,-11.483373924155645,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,0.6000000000000001,2.771741239022999e-12,2.664438212316573e-12,2.9028448856179563e-12,20,-11.55724731652413,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,0.7000000000000001,2.5171227205048797e-12,2.419316373151943e-12,2.6375591956607267e-12,20,-11.599095610220871,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,0.8,2.3794781900691887e-12,2.287903705597763e-12,2.4936810109549774e-12,20,-11.62351827152335,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,0.9,2.3058895117032325e-12,2.2188427460759705e-12,2.416029484467117e-12,20,-11.637161506064384,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,1.0,2.2719239943432448e-12,2.1880976659045597e-12,2.379357618122212e-12,20,-11.64360620174159,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,1.1,2.2651712097000078e-12,2.1834069636618238e-12,2.3708891473707726e-12,20,-11.644898966888293,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,1.2000000000000002,2.278461141851948e-12,2.197919200442523e-12,2.3834693502374164e-12,20,-11.642358373718872,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,1.3,2.3080274021927568e-12,2.2282308175374917e-12,2.412690448250783e-12,20,-11.636759039298603,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,1.4000000000000001,2.3520242185999517e-12,2.2729335920309833e-12,2.4560450281205015e-12,20,-11.628558210678312,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,1.5,2.4093813476501087e-12,2.331144745674675e-12,2.512182568134527e-12,20,-11.618094456094305,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,1.6,2.4800128977960137e-12,2.402759022209642e-12,2.5812147389302094e-12,20,-11.605546060533836,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,1.7000000000000002,2.5639389840534436e-12,2.487431388906215e-12,2.6638843177081778e-12,20,-11.591092314256263,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,1.8,2.661558243591889e-12,2.5854306375933924e-12,2.7609007299739526e-12,20,-11.574864025604773,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,1.9000000000000001,2.773959321476807e-12,2.6980525443645393e-12,2.8733221699293616e-12,20,-11.556899911895643,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,2.0,2.9030697709241866e-12,2.8274533591352683e-12,3.002748294859206e-12,20,-11.537142526426939,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,2.1,3.0511891216814398e-12,2.9760384085590525e-12,3.151029214512777e-12,20,-11.515530872673184,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,2.2,3.2201128821961908e-12,3.1454376284691436e-12,3.3193224288886607e-12,20,-11.492128903690622,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,2.3000000000000003,3.412884901667769e-12,3.3386900940654725e-12,3.510519773599125e-12,20,-11.466878357901685,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,2.4000000000000004,3.634157259208165e-12,3.560536708349347e-12,3.7296694297608456e-12,20,-11.439596283596883,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,2.5,3.889099657651712e-12,3.816423719148844e-12,3.982447629730188e-12,20,-11.410150927972705,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,2.6,4.183792767092434e-12,4.112505017389906e-12,4.275486614618429e-12,20,-11.378429835215625,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,2.7,4.524730271611234e-12,4.455324479480957e-12,4.615365691925121e-12,20,-11.344407304865918,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,2.8000000000000003,4.921033488738136e-12,4.854024511891949e-12,5.0108417961815714e-12,20,-11.307943679484373,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,2.9000000000000004,5.386738078135622e-12,5.3225973068156435e-12,5.475590493464259e-12,20,-11.268674140842728,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,3.0,5.940881815294883e-12,5.880103373421627e-12,6.027816032150317e-12,20,-11.22614908715804,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,3.1,6.607020110086593e-12,6.55060544690821e-12,6.6903803882926945e-12,20,-11.17999437130787,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,3.2,7.414520396049282e-12,7.363745066408324e-12,7.492949952883653e-12,20,-11.129916935813709,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,3.3000000000000003,8.40399435248944e-12,8.360309749788265e-12,8.476696131064975e-12,20,-11.07551424811324,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,3.4000000000000004,9.636324828751796e-12,9.601572808805486e-12,9.702134450168214e-12,20,-11.016088568889886,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,3.5,1.1202693892285203e-11,1.1178308933847623e-11,1.1258530927793049e-11,20,-10.950677530733747,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,3.6,1.3234036755717164e-11,1.3223445639701825e-11,1.327699918722579e-11,20,-10.878307663497548,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,3.7,1.5938825201139056e-11,1.5932311950068277e-11,1.596130988037125e-11,20,-10.797543692191168,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,3.8000000000000003,1.964169963176506e-11,1.963003078894653e-11,1.9675222405886196e-11,20,-10.706820934636667,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,3.9000000000000004,2.49016555334581e-11,2.4864121182036522e-11,2.4967563857258083e-11,20,-10.603771778802066,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,4.0,3.273188615851914e-11,3.264710349465959e-11,3.284152931855338e-11,20,-10.485028967969267,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,4.1000000000000005,4.5086402165187077e-11,4.493076407193604e-11,4.526110917114383e-11,20,-10.345954419431683,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,4.2,6.612327551157013e-11,6.585580703479435e-11,6.640052892493254e-11,20,-10.179645641165834,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,4.3,1.0587155811210767e-10,1.0541845107004573e-10,1.0631764849075942e-10,20,-9.975220695359859,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,4.4,1.9322490405743779e-10,1.9243801868124387e-10,1.9397470298578597e-10,20,-9.71393689967159,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,4.5,4.378743974047394e-10,4.3640083325813667e-10,4.3925505569616243e-10,20,-9.358650447342482,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,4.6000000000000005,1.53713102426803e-09,1.533808617914939e-09,1.5402116493830805e-09,20,-8.813289111881298,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,4.7,3.558549811117909e-08,3.556740776929986e-08,3.5602117976692255e-08,20,-7.44872695071882,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,4.800000000000001,2.8203776466116193e-07,2.8200652967046795e-07,2.820726198762069e-07,20,-6.549692736057007,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,4.9,2.905714257335283e-07,2.905460627747475e-07,2.9059916080269484e-07,20,-6.53674709566912,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,5.0,2.9217833691631946e-07,2.9215983807714393e-07,2.921979671497247e-07,20,-6.5343519872602815,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,5.1000000000000005,2.906586786926798e-07,2.906478694166257e-07,2.906690999070624e-07,20,-6.536616705041775,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,5.2,2.822214723018321e-07,2.822184597686973e-07,2.822225396161965e-07,20,-6.54940994682745,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,5.300000000000001,3.553280358850402e-08,3.552116323617598e-08,3.55442648548025e-08,20,-7.449370524709348,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,5.4,1.5302879602543987e-09,1.5269610377839066e-09,1.5334559808186144e-09,20,-8.815226838605746,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,5.5,4.357265003227169e-10,4.337358409518234e-10,4.3756959171532227e-10,20,-9.360786026031798,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,5.6000000000000005,1.9252018889127036e-10,1.9113544942457692e-10,1.9378187700479702e-10,20,-9.715523720886242,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,5.7,1.0576517973786324e-10,1.0473124346550608e-10,1.0670857473826343e-10,20,-9.975657288224484,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,5.800000000000001,6.631089510119458e-11,6.55049976956156e-11,6.705779637016373e-11,20,-10.178415109700932,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,5.9,4.543537431867538e-11,4.4785790447076704e-11,4.604960367878324e-11,20,-10.342605889667905,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,6.0,3.3179798774134956e-11,3.264036207018552e-11,3.3698034394313715e-11,20,-10.479126252173858,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,6.1000000000000005,2.5418869279836785e-11,2.4960035595193194e-11,2.5863533736977357e-11,20,-10.594843772289071,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,6.2,2.0214394163859837e-11,1.9817116406954184e-11,2.0599921153455883e-11,20,-10.69433927017178,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,6.300000000000001,1.656282103993602e-11,1.621495512851051e-11,1.6900391421584006e-11,20,-10.780865690634805,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,6.4,1.3905494085720926e-11,1.3598052228341198e-11,1.420456706848386e-11,20,-10.856813575308275,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,6.5,1.1913432731096878e-11,1.1639369268840096e-11,1.2181220430921614e-11,20,-10.92396308307045,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,6.6000000000000005,1.038354306861638e-11,1.0136565066091974e-11,1.0625333692947259e-11,20,-10.983654431401249,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,6.7,9.188863924398031e-12,8.963392798292248e-12,9.409701928056537e-12,20,-11.036738179785184,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,6.800000000000001,8.244035439929563e-12,8.035864958992327e-12,8.448757140869434e-12,20,-11.083860149918932,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,6.9,7.486788246526556e-12,7.293197303082287e-12,7.678606550698092e-12,20,-11.125704450118329,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,7.0,6.8714784463771444e-12,6.691329122191152e-12,7.050380512914039e-12,20,-11.162949811408525,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,7.1000000000000005,6.366121000412591e-12,6.198767328863346e-12,6.5319776624052204e-12,20,-11.196125111031998,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,7.2,5.951556983038846e-12,5.79603289364475e-12,6.106217058340139e-12,20,-11.225369403904095,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,7.300000000000001,5.614301217161119e-12,5.468387795509495e-12,5.760787239837214e-12,20,-11.250704290411663,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,7.4,5.341154488445853e-12,5.201865835099309e-12,5.482003044669104e-12,20,-11.272364860242952,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,7.5,5.12045715224242e-12,4.985569314196754e-12,5.255868073618028e-12,20,-11.290691263666107,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,7.6000000000000005,4.944047756202635e-12,4.813657244635161e-12,5.0737931236711866e-12,20,-11.305917342904047,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,7.7,4.80651216306919e-12,4.682593620434133e-12,4.931451100091019e-12,20,-11.318169954351147,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,7.800000000000001,4.704940012278128e-12,4.5885269283997825e-12,4.827115777552273e-12,20,-11.327445909431766,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,7.9,4.638840385369024e-12,4.525690391825856e-12,4.759983111117915e-12,20,-11.333590570560792,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,8.0,4.6052593448350206e-12,4.491742578370875e-12,4.726593895141632e-12,20,-11.336745907517237,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,8.1,4.6021734584174504e-12,4.4861774677689276e-12,4.724051518719371e-12,20,-11.33703701656397,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,8.200000000000001,4.628077392053836e-12,4.5091907242034e-12,4.751147648956529e-12,20,-11.334599387261148,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,8.3,4.683985393290732e-12,4.561964860395835e-12,4.807915732418547e-12,20,-11.329384467917166,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,8.4,4.771808788056797e-12,4.647240325514099e-12,4.896424900990659e-12,20,-11.321316967339413,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,8.5,4.895218938320381e-12,4.7673969639419304e-12,5.019333738317475e-12,20,-11.310227879636516,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,8.6,5.060635597018083e-12,4.926939100263322e-12,5.18282295214765e-12,20,-11.295794933962103,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,8.700000000000001,5.2730848571077445e-12,5.130470624530007e-12,5.394971509816817e-12,20,-11.277935239729201,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,8.8,5.5336521701123634e-12,5.381454506810583e-12,5.65978724457804e-12,20,-11.256988142872762,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,8.9,5.850719204774378e-12,5.6883721040805005e-12,5.983127650684104e-12,20,-11.232790744607334,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,9.0,6.2415689808128924e-12,6.067210936199253e-12,6.3777676107372095e-12,20,-11.204706225372336,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,9.1,6.732870668207018e-12,6.545135445481853e-12,6.8678638220440345e-12,20,-11.171799727819815,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,9.200000000000001,7.36677133545673e-12,7.166048413563642e-12,7.497155051264511e-12,20,-11.132722810434323,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,9.3,8.207232469198764e-12,8.000169758848659e-12,8.334535433957735e-12,20,-11.085803265046307,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,9.4,9.401089184472172e-12,9.197510126755601e-12,9.517586348845913e-12,20,-11.026821827314857,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,9.5,1.1350120839092637e-11,1.1182822629671379e-11,1.1440886753753535e-11,20,-10.944999514728853,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,9.600000000000001,1.5839308791561697e-11,1.568707826632749e-11,1.6005186132484095e-11,20,-10.80026377442332,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,9.700000000000001,7.43868869817716e-11,7.269448146504035e-11,7.62905100965716e-11,20,-10.128503615709247,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,9.8,3.640396600800947e-10,3.5886865662283326e-10,3.687529737296524e-10,20,-9.43885129982439,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,9.9,3.498877058916248e-10,3.4586080861843785e-10,3.537184528367207e-10,20,-9.456071317183369,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,10.0,3.3339692102663664e-10,3.306283847430158e-10,3.362259492989596e-10,20,-9.47703841526781,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,10.100000000000001,3.156701526101046e-10,3.143143572961595e-10,3.173543805682186e-10,20,-9.500766479778775,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,10.200000000000001,2.9224225445089836e-10,2.9213922645207436e-10,2.9272253545359444e-10,20,-9.534256990495674,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,10.3,1.1326115197272527e-10,1.1175902809161565e-10,1.1460344542542286e-10,20,-9.945919025502588,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,10.4,3.7548059451135026e-11,3.6942913775216233e-11,3.784894218985165e-11,20,-10.425412503172234,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,10.5,3.7408212652395926e-11,3.637413477512812e-11,3.7959546296490606e-11,20,-10.427033041701433,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,10.600000000000001,4.3692835528131526e-11,4.2252012972930917e-11,4.461391108634041e-11,20,-10.35958977002467,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,10.700000000000001,5.486598106284974e-11,5.285446693387303e-11,5.623015563472448e-11,20,-10.260696850741615,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,10.8,7.233692556534492e-11,6.947709175140277e-11,7.430458888103075e-11,20,-10.140639953389986,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,10.9,9.894079715590886e-11,9.482341591862316e-11,1.0183104566599255e-10,20,-10.004624594891407,0.0,Stimulated · Semantic proxy
0.0,5Hz,Semantic proxy,Stimulated,11.0,1.383082447846858e-10,1.3238023571397135e-10,1.425933452900844e-10,20,-9.859151930102065,0.0,Stimulated · Semantic proxy
